CNumber,Target,Screen Conc(10.0),% Activity Remaining,Standard Deviation
2,p38 beta MAPK,10.0,24,2
2,HIPK2,10.0,84,1
2,p38 gamma MAPK,10.0,81,2
2,HIPK3,10.0,105,0
2,p38 delta MAPK,10.0,80,2
2,PAK4,10.0,35,0
2,ERK8,10.0,58,4
2,PAK5,10.0,25,3
2,RSK1,10.0,53,4
2,PAK6,10.0,57,6
2,RSK2,10.0,71,1
2,Src,10.0,3,2
2,PDK1,10.0,97,3
2,Lck,10.0,6,1
2,PKB alpha ,10.0,50,0
2,CSK,10.0,5,1
2,PKB beta ,10.0,89,1
2,SGK1,10.0,91,2
2,S6K1,10.0,61,7
2,PKA,10.0,56,2
2,ROCK 2,10.0,30,0
2,PRK2,10.0,89,2
2,PKC alpha ,10.0,39,8
2,PKC zeta ,10.0,83,1
2,PKD1,10.0,8,3
2,MSK1,10.0,46,6
2,MNK1,10.0,95,1
2,MNK2,10.0,85,7
2,MAPKAP-K2 ,10.0,97,3
2,MAPKAP-K3,10.0,87,5
2,PRAK,10.0,76,0
2,CAMKK alpha ,10.0,76,8
2,MKK1,10.0,65,4
2,ERK1,10.0,69,1
2,ERK2,10.0,62,0
2,JNK1,10.0,93,1
2,JNK2,10.0,56,4
2,JNK3,10.0,87,3
2,p38 alpha MAPK,10.0,17,4
2,CAMKK beta ,10.0,72,6
2,CAMK1,10.0,63,2
2,SmMLCK,10.0,61,4
2,PHK,10.0,75,1
2,CHK1,10.0,95,2
2,CHK2,10.0,32,1
2,GSK3 beta ,10.0,77,0
2,CDK2-Cyclin A,10.0,55,1
2,PLK1,10.0,95,5
2,Aurora B,10.0,74,8
2,Aurora C,10.0,55,1
2,DYRK3,10.0,65,1
2,AMPK,10.0,73,2
2,NEK2a,10.0,95,4
2,MARK3,10.0,30,0
2,NEK6,10.0,91,7
2,NEK7,10.0,106,0
2,BRSK2,10.0,75,0
2,IKK beta ,10.0,95,3
2,PIM1,10.0,91,4
2,MELK,10.0,27,0
2,PIM2,10.0,104,0
2,PIM3,10.0,83,4
2,CK1 delta ,10.0,4,0
2,SRPK1,10.0,89,7
2,CK2,10.0,87,0
2,MST2,10.0,10,3
2,DYRK1A,10.0,77,8
2,EF2K,10.0,99,2
2,DYRK2,10.0,96,7
3,NEK6,10.0,110,1
3,NEK7,10.0,109,8
3,IKK beta ,10.0,95,0
3,PIM1,10.0,94,0
3,PIM2,10.0,103,2
3,PIM3,10.0,87,3
3,SRPK1,10.0,93,0
3,MST2,10.0,9,0
3,MKK1,10.0,76,6
3,EF2K,10.0,105,2
3,ERK1,10.0,45,1
3,HIPK2,10.0,71,3
3,ERK2,10.0,32,7
3,HIPK3,10.0,103,3
3,JNK1,10.0,85,4
3,PAK4,10.0,50,8
3,JNK2,10.0,63,4
3,PAK5,10.0,47,0
3,JNK3,10.0,79,1
3,PAK6,10.0,65,5
3,p38 alpha MAPK,10.0,8,1
3,Src,10.0,7,0
3,p38 beta MAPK,10.0,15,5
3,Lck,10.0,3,0
3,p38 gamma MAPK,10.0,98,2
3,CSK,10.0,6,1
3,p38 delta MAPK,10.0,94,4
3,ERK8,10.0,48,0
3,RSK1,10.0,56,6
3,RSK2,10.0,68,2
3,PDK1,10.0,101,0
3,PKB alpha ,10.0,62,1
3,PKB beta ,10.0,91,4
3,SGK1,10.0,99,5
3,S6K1,10.0,82,6
3,PKA,10.0,7,1
3,ROCK 2,10.0,76,1
3,PRK2,10.0,97,2
3,PKC alpha ,10.0,79,2
3,PKC zeta ,10.0,84,4
3,PKD1,10.0,3,0
3,MSK1,10.0,69,2
3,MNK1,10.0,105,0
3,MNK2,10.0,98,5
3,MAPKAP-K2 ,10.0,114,7
3,MAPKAP-K3,10.0,93,1
3,PRAK,10.0,62,1
3,CAMKK alpha ,10.0,89,4
3,CAMKK beta ,10.0,76,2
3,CAMK1,10.0,46,1
3,SmMLCK,10.0,71,1
3,PHK,10.0,78,3
3,CHK1,10.0,105,0
3,CHK2,10.0,44,3
3,GSK3 beta ,10.0,92,3
3,CDK2-Cyclin A,10.0,42,5
3,PLK1,10.0,94,0
3,Aurora B,10.0,82,0
3,Aurora C,10.0,73,1
3,AMPK,10.0,96,2
3,MARK3,10.0,54,2
3,BRSK2,10.0,97,4
3,MELK,10.0,23,0
3,CK1 delta ,10.0,14,2
3,CK2,10.0,91,2
3,DYRK1A,10.0,66,2
3,DYRK2,10.0,112,5
3,DYRK3,10.0,58,4
3,NEK2a,10.0,91,5
6,CK1 delta ,10.0,88,5
6,CK2,10.0,110,5
6,DYRK1A,10.0,75,3
6,DYRK2,10.0,63,0
6,DYRK3,10.0,54,6
6,NEK2a,10.0,73,1
6,MNK1,10.0,104,2
6,NEK6,10.0,104,6
6,MNK2,10.0,102,3
6,NEK7,10.0,None,None
6,MAPKAP-K2 ,10.0,77,1
6,IKK beta ,10.0,86,0
6,PIM1,10.0,26,2
6,PIM2,10.0,71,5
6,PIM3,10.0,18,1
6,SRPK1,10.0,107,0
6,MST2,10.0,60,10
6,EF2K,10.0,89,4
6,HIPK2,10.0,99,6
6,MAPKAP-K3,10.0,57,1
6,HIPK3,10.0,97,1
6,PRAK,10.0,52,4
6,PAK4,10.0,52,8
6,CAMKK beta ,10.0,87,5
6,PAK5,10.0,58,2
6,CAMK1,10.0,68,3
6,PAK6,10.0,69,3
6,SmMLCK,10.0,76,2
6,Src,10.0,44,5
6,Lck,10.0,88,5
6,CSK,10.0,79,2
6,FGF-R1,10.0,109,11
6,PHK,10.0,96,0
6,IRR,10.0,88,5
6,DAPK1,10.0,107,1
6,EPH-A2,10.0,82,7
6,CHK1,10.0,69,2
6,MST4,10.0,74,5
6,CHK2,10.0,79,4
6,SYK,10.0,106,0
6,GSK3 beta ,10.0,80,1
6,YES1,10.0,96,7
6,CDK2-Cyclin A,10.0,100,3
6,IKK epsilon ,10.0,69,4
6,TBK1,10.0,67,8
6,PLK1,10.0,88,1
6,Aurora A,10.0,93,7
6,Aurora B,10.0,53,0
6,LKB1,10.0,86,3
6,AMPK,10.0,135,15
6,MARK1,10.0,59,3
6,MARK2,10.0,64,4
6,MARK3,10.0,78,4
6,MARK4,10.0,92,6
6,BRSK1,10.0,76,5
6,BRSK2,10.0,64,4
6,MELK,10.0,46,1
6,NUAK1,10.0,61,7
6,HIPK1,10.0,74,7
6,CLK2,10.0,81,2
6,PAK2,10.0,94,2
6,GCK,10.0,76,5
6,MINK1,10.0,65,6
6,MEKK1,10.0,26,5
6,MLK1,10.0,59,4
6,MLK3,10.0,43,6
6,TAO1,10.0,83,4
6,ASK1,10.0,140,5
6,TAK1,10.0,83,3
6,IRAK4,10.0,82,4
6,RIPK2,10.0,110,4
6,TTK,10.0,76,2
6,BTK,10.0,52,5
6,JAK2,10.0,83,6
6,EPH-A4,10.0,93,1
6,EPH-B1,10.0,110,6
6,EPH-B2,10.0,93,5
6,EPH-B3,10.0,81,11
6,EPH-B4,10.0,82,8
6,HER4,10.0,33,7
6,IGF-1R,10.0,94,8
6,IR,10.0,103,1
6,TrkA,10.0,69,2
6,VEGFR1,10.0,65,4
6,MKK1,10.0,79,1
6,MKK2,10.0,74,3
6,MKK6,10.0,85,15
6,ERK1,10.0,83,3
6,ERK2,10.0,103,8
6,JNK1,10.0,99,5
6,JNK2,10.0,94,1
6,JNK3,10.0,75,3
6,p38 alpha MAPK,10.0,97,2
6,p38 beta MAPK,10.0,89,2
6,p38 gamma MAPK,10.0,95,3
6,p38 delta MAPK,10.0,107,7
6,ERK8,10.0,81,3
6,RSK1,10.0,80,7
6,RSK2,10.0,74,4
6,PDK1,10.0,93,3
6,PKB alpha ,10.0,94,0
6,PKB beta ,10.0,56,5
6,SGK1,10.0,103,1
6,S6K1,10.0,78,1
6,PKA,10.0,89,1
6,ROCK 2,10.0,91,2
6,PRK2,10.0,85,8
6,PKC alpha ,10.0,94,6
6,PKC zeta ,10.0,96,7
6,PKD1,10.0,62,6
6,MSK1,10.0,69,3
6,Aurora C,10.0,None,None
144,MKK1,10.0,92,10
144,ERK1,10.0,101,17
144,ERK2,10.0,105,3
144,JNK1,10.0,101,11
144,JNK2,10.0,113,10
144,p38 alpha MAPK,10.0,91,5
144,p38 beta MAPK,10.0,95,4
144,p38 gamma MAPK,10.0,110,6
144,p38 delta MAPK,10.0,102,11
144,ERK8,10.0,86,12
144,RSK1,10.0,75,2
144,RSK2,10.0,97,6
144,PDK1,10.0,110,5
144,PKB alpha ,10.0,104,2
144,PKB beta ,10.0,98,0
144,SGK1,10.0,88,3
144,S6K1,10.0,106,17
144,PKA,10.0,96,5
144,ROCK 2,10.0,85,3
144,PRK2,10.0,95,9
144,PKC alpha ,10.0,103,5
144,PKC zeta ,10.0,94,1
144,PKD1,10.0,103,9
144,MSK1,10.0,102,1
144,MNK1,10.0,83,11
144,MNK2,10.0,74,0
144,MAPKAP-K2 ,10.0,107,11
144,PRAK,10.0,88,13
144,CAMKK beta ,10.0,88,1
144,CAMK1,10.0,104,3
144,SmMLCK,10.0,84,26
144,PHK,10.0,101,10
144,CHK1,10.0,95,0
144,CHK2,10.0,93,9
144,GSK3 beta ,10.0,113,4
144,CDK2-Cyclin A,10.0,91,8
144,PLK1,10.0,96,3
144,Aurora B,10.0,15,1
144,AMPK,10.0,80,1
144,MARK3,10.0,103,9
144,BRSK2,10.0,99,2
144,MELK,10.0,64,6
144,CK1 delta ,10.0,54,2
144,CK2,10.0,80,2
144,DYRK1A,10.0,93,4
144,DYRK2,10.0,84,5
144,DYRK3,10.0,91,22
144,NEK2a,10.0,65,5
144,NEK6,10.0,116,27
144,IKK beta ,10.0,101,3
144,PIM1,10.0,104,8
144,PIM2,10.0,108,1
144,PIM3,10.0,79,1
144,SRPK1,10.0,95,0
144,MST2,10.0,79,6
144,EF2K,10.0,103,10
144,HIPK2,10.0,98,0
144,PAK4,10.0,69,1
144,PAK5,10.0,74,2
144,PAK6,10.0,97,2
144,Src,10.0,72,2
144,Lck,10.0,82,1
144,CSK,10.0,105,0
144,FGF-R1,10.0,94,18
144,IRR,10.0,75,9
144,EPH-A2,10.0,98,14
144,MST4,10.0,105,10
144,SYK,10.0,100,2
144,YES1,10.0,85,7
144,IGF-1R,10.0,102,7
144,VEGFR1,10.0,50,1
144,BTK,10.0,80,10
144,IR,10.0,70,7
144,EPH-B3,10.0,86,10
144,TBK1,10.0,64,4
144,IKK epsilon ,10.0,85,2
154,IKK epsilon ,10.0,67,3
154,TBK1,10.0,40,7
154,PIM1,10.0,40,5
154,PIM2,10.0,96,3
154,PIM3,10.0,29,4
154,SRPK1,10.0,98,2
154,EF2K,10.0,113,6
154,HIPK1,10.0,120,59
154,HIPK2,10.0,76,2
154,HIPK3,10.0,96,2
154,CLK2,10.0,None,None
154,PAK2,10.0,85,0
154,PAK4,10.0,87,6
154,PAK5,10.0,81,2
154,PAK6,10.0,98,1
154,MST2,10.0,35,0
154,MST4,10.0,62,21
154,GCK,10.0,43,2
154,MINK1,10.0,14,0
154,MEKK1,10.0,None,None
154,MLK1,10.0,24,0
154,MLK3,10.0,75,14
154,TAO1,10.0,None,None
154,ASK1,10.0,None,None
154,TAK1,10.0,None,None
154,IRAK4,10.0,11,0
154,RIPK2,10.0,14,3
154,TTK,10.0,79,1
154,Src,10.0,8,1
154,Lck,10.0,34,0
154,CSK,10.0,57,13
154,YES1,10.0,5,0
154,BTK,10.0,15,0
154,JAK2,10.0,None,None
154,SYK,10.0,107,3
154,EPH-A2,10.0,18,0
154,EPH-A4,10.0,None,None
154,EPH-B1,10.0,None,None
154,EPH-B2,10.0,None,None
154,EPH-B3,10.0,63,0
154,EPH-B4,10.0,None,None
154,FGF-R1,10.0,44,5
154,HER4,10.0,3,1
154,IGF-1R,10.0,95,7
154,IR,10.0,81,2
154,IRR,10.0,78,0
154,TrkA,10.0,None,None
154,VEGFR1,10.0,5,0
154,MKK1,10.0,52,0
154,ERK1,10.0,75,0
154,ERK2,10.0,39,6
154,JNK1,10.0,105,7
154,JNK2,10.0,78,7
154,JNK3,10.0,73,8
154,p38 alpha MAPK,10.0,12,1
154,p38 beta MAPK,10.0,38,0
154,p38 gamma MAPK,10.0,105,9
154,p38 delta MAPK,10.0,97,6
154,ERK8,10.0,61,9
154,RSK1,10.0,74,14
154,RSK2,10.0,82,1
154,PDK1,10.0,79,5
154,PKB alpha ,10.0,86,10
154,PKB beta ,10.0,93,10
154,SGK1,10.0,83,6
154,S6K1,10.0,86,1
154,PKA,10.0,107,7
154,ROCK 2,10.0,61,9
154,PRK2,10.0,111,3
154,PKC alpha ,10.0,74,3
154,PKC zeta ,10.0,106,7
154,PKD1,10.0,32,2
154,MSK1,10.0,96,2
154,MNK1,10.0,7,0
154,MNK2,10.0,36,5
154,MAPKAP-K2 ,10.0,89,4
154,MAPKAP-K3,10.0,98,4
154,PRAK,10.0,88,12
154,CAMKK beta ,10.0,52,2
154,CAMK1,10.0,94,1
154,SmMLCK,10.0,14,0
154,PHK,10.0,23,3
154,CHK1,10.0,78,4
154,CHK2,10.0,23,0
154,GSK3 beta ,10.0,75,5
154,CDK2-Cyclin A,10.0,91,8
154,PLK1,10.0,74,10
154,Aurora B,10.0,46,5
154,AMPK,10.0,68,1
154,MARK3,10.0,61,0
154,BRSK2,10.0,41,3
154,MELK,10.0,55,0
154,CK1 delta ,10.0,65,11
154,CK2,10.0,90,2
154,DYRK1A,10.0,45,2
154,DYRK2,10.0,33,3
154,DYRK3,10.0,23,3
154,NEK2a,10.0,82,3
154,NEK6,10.0,100,1
154,IKK beta ,10.0,89,0
154,NUAK1,10.0,39,4
154,LKB1,10.0,99,19
154,MKK2,10.0,None,None
154,MKK6,10.0,None,None
154,Aurora A,10.0,15,0
154,BRSK1,10.0,40,2
154,MARK2,10.0,102,3
154,MARK4,10.0,79,4
154,DAPK1,10.0,None,None
154,MARK1,10.0,None,None
7,MSK1,10.0,28,5
7,MNK1,10.0,98,2
7,MNK2,10.0,102,3
7,MAPKAP-K2 ,10.0,112,10
7,MAPKAP-K3,10.0,122,6
7,PRAK,10.0,77,4
7,CAMKK beta ,10.0,109,7
7,CAMK1,10.0,106,4
7,SmMLCK,10.0,94,15
7,PHK,10.0,98,11
7,DAPK1,10.0,94,11
7,CHK1,10.0,119,15
7,CHK2,10.0,52,6
7,GSK3 beta ,10.0,78,3
7,CDK2-Cyclin A,10.0,111,11
7,PLK1,10.0,119,4
7,Aurora A,10.0,64,3
7,Aurora B,10.0,64,3
7,LKB1,10.0,94,11
7,AMPK,10.0,87,9
7,MARK1,10.0,95,5
7,MARK2,10.0,77,3
7,MARK3,10.0,70,12
7,MARK4,10.0,98,9
7,BRSK1,10.0,85,5
7,BRSK2,10.0,75,0
7,MELK,10.0,79,4
7,NUAK1,10.0,58,4
7,CK1 delta ,10.0,88,5
7,CK2,10.0,99,5
7,DYRK1A,10.0,24,2
7,DYRK2,10.0,50,5
7,DYRK3,10.0,44,5
7,NEK2a,10.0,65,2
7,NEK6,10.0,95,13
7,IKK beta ,10.0,89,3
7,IKK epsilon ,10.0,88,0
7,TBK1,10.0,107,2
7,PIM1,10.0,53,0
7,PIM2,10.0,93,10
7,PIM3,10.0,25,1
7,SRPK1,10.0,92,2
7,EF2K,10.0,91,5
7,HIPK1,10.0,85,1
7,HIPK2,10.0,83,0
7,HIPK3,10.0,103,1
7,CLK2,10.0,102,5
7,PAK2,10.0,88,11
7,PAK4,10.0,89,10
7,PAK5,10.0,99,5
7,PAK6,10.0,106,4
7,MST2,10.0,101,2
7,MST4,10.0,86,0
7,GCK,10.0,102,7
7,MINK1,10.0,93,6
7,MEKK1,10.0,99,6
7,MLK1,10.0,52,5
7,MLK3,10.0,65,6
7,TAO1,10.0,125,10
7,ASK1,10.0,105,2
7,TAK1,10.0,116,1
7,IRAK4,10.0,103,1
7,RIPK2,10.0,96,11
7,TTK,10.0,76,1
7,Src,10.0,56,1
7,Lck,10.0,97,2
7,CSK,10.0,95,6
7,YES1,10.0,72,4
7,BTK,10.0,85,13
7,JAK2,10.0,98,4
7,SYK,10.0,86,9
7,EPH-A2,10.0,92,5
7,EPH-A4,10.0,94,10
7,EPH-B1,10.0,93,5
7,EPH-B2,10.0,87,7
7,EPH-B3,10.0,117,15
7,EPH-B4,10.0,97,6
7,FGF-R1,10.0,93,4
7,HER4,10.0,62,11
7,IGF-1R,10.0,119,5
7,IR,10.0,115,6
7,IRR,10.0,58,1
7,TrkA,10.0,85,8
7,VEGFR1,10.0,86,14
7,MKK1,10.0,82,9
7,MKK2,10.0,109,2
7,MKK6,10.0,93,12
7,ERK1,10.0,83,13
7,ERK2,10.0,105,9
7,JNK1,10.0,88,5
7,JNK2,10.0,99,6
7,JNK3,10.0,91,7
7,p38 alpha MAPK,10.0,82,3
7,p38 beta MAPK,10.0,95,0
7,p38 gamma MAPK,10.0,129,1
7,p38 delta MAPK,10.0,99,3
7,ERK8,10.0,83,5
7,RSK1,10.0,85,11
7,RSK2,10.0,109,4
7,PDK1,10.0,103,6
7,PKB alpha ,10.0,117,4
7,PKB beta ,10.0,52,7
7,SGK1,10.0,18,2
7,S6K1,10.0,96,4
7,PKA,10.0,98,11
7,ROCK 2,10.0,78,4
7,PRK2,10.0,91,8
7,PKC alpha ,10.0,107,7
7,PKC zeta ,10.0,105,5
7,PKD1,10.0,92,3
8,MKK1,10.0,83,13
8,ERK1,10.0,90,8
8,ERK2,10.0,87,1
8,JNK1,10.0,87,16
8,JNK2,10.0,70,9
8,p38 alpha MAPK,10.0,81,9
8,p38 beta MAPK,10.0,86,8
8,p38 gamma MAPK,10.0,92,3
8,p38 delta MAPK,10.0,86,11
8,ERK8,10.0,37,0
8,RSK1,10.0,79,1
8,RSK2,10.0,61,4
8,PDK1,10.0,96,5
8,PKB alpha ,10.0,94,4
8,PKB beta ,10.0,15,9
8,SGK1,10.0,107,13
8,S6K1,10.0,64,14
8,PKA,10.0,93,10
8,ROCK 2,10.0,94,0
8,PRK2,10.0,114,16
8,PKC alpha ,10.0,78,6
8,PKC zeta ,10.0,67,2
8,PKD1,10.0,80,3
8,MSK1,10.0,88,3
8,MNK1,10.0,99,8
8,MNK2,10.0,76,9
8,MAPKAP-K2 ,10.0,99,2
8,PRAK,10.0,27,2
8,CAMKK beta ,10.0,44,12
8,CAMK1,10.0,88,7
8,SmMLCK,10.0,52,5
8,PHK,10.0,28,1
8,CHK1,10.0,92,19
8,CHK2,10.0,96,14
8,GSK3 beta ,10.0,39,4
8,CDK2-Cyclin A,10.0,40,0
8,PLK1,10.0,13,2
8,AMPK,10.0,70,2
8,MARK3,10.0,90,7
8,BRSK2,10.0,66,4
8,MELK,10.0,8,4
8,CK1 delta ,10.0,92,6
8,CK2,10.0,118,5
8,DYRK1A,10.0,56,3
8,DYRK2,10.0,102,31
8,DYRK3,10.0,60,1
8,NEK2a,10.0,82,18
8,NEK6,10.0,101,16
8,IKK beta ,10.0,105,13
8,PIM1,10.0,25,3
8,PIM2,10.0,53,5
8,PIM3,10.0,34,8
8,SRPK1,10.0,61,12
8,MST2,10.0,54,1
8,EF2K,10.0,90,8
8,HIPK2,10.0,21,2
8,PAK4,10.0,56,2
8,PAK5,10.0,519,649
8,PAK6,10.0,80,1
8,Src,10.0,67,0
8,Lck,10.0,107,13
8,CSK,10.0,89,6
8,FGF-R1,10.0,59,0
8,IRR,10.0,45,4
8,EPH-A2,10.0,113,11
8,MST4,10.0,72,14
8,SYK,10.0,138,2
8,YES1,10.0,85,1
8,IKK epsilon ,10.0,63,9
8,TBK1,10.0,97,1
8,IGF-1R,10.0,86,4
8,VEGFR1,10.0,50,3
8,BTK,10.0,46,8
8,IR,10.0,139,52
8,EPH-B3,10.0,55,1
148,MKK1,10.0,42,0
148,ERK1,10.0,100,7
148,ERK2,10.0,96,1
148,JNK1,10.0,100,9
148,JNK2,10.0,91,3
148,p38 alpha MAPK,10.0,88,6
148,p38 beta MAPK,10.0,100,4
148,p38 gamma MAPK,10.0,80,1
148,p38 delta MAPK,10.0,95,11
148,ERK8,10.0,85,4
148,RSK1,10.0,47,4
148,RSK2,10.0,99,7
148,PDK1,10.0,126,3
148,PKB alpha ,10.0,53,24
148,PKB beta ,10.0,79,2
148,SGK1,10.0,40,10
148,S6K1,10.0,44,9
148,PKA,10.0,91,4
148,ROCK 2,10.0,77,9
148,PRK2,10.0,76,7
148,PKC alpha ,10.0,75,0
148,PKC zeta ,10.0,78,2
148,PKD1,10.0,50,12
148,MSK1,10.0,61,6
148,MNK1,10.0,99,8
148,MNK2,10.0,75,2
148,MAPKAP-K2 ,10.0,85,4
148,PRAK,10.0,96,20
148,CAMKK beta ,10.0,91,4
148,CAMK1,10.0,22,1
148,SmMLCK,10.0,56,3
148,PHK,10.0,74,5
148,CHK1,10.0,70,6
148,CHK2,10.0,90,4
148,GSK3 beta ,10.0,95,5
148,CDK2-Cyclin A,10.0,89,0
148,PLK1,10.0,144,2
148,Aurora B,10.0,82,6
148,AMPK,10.0,92,8
148,MARK3,10.0,89,1
148,BRSK2,10.0,101,4
148,MELK,10.0,63,9
148,CK1 delta ,10.0,108,10
148,CK2,10.0,95,3
148,DYRK1A,10.0,71,7
148,DYRK2,10.0,64,2
148,DYRK3,10.0,90,0
148,NEK2a,10.0,63,12
148,NEK6,10.0,52,14
148,IKK beta ,10.0,65,0
148,PIM1,10.0,64,0
148,PIM2,10.0,90,12
148,PIM3,10.0,50,0
148,SRPK1,10.0,78,33
148,MST2,10.0,88,5
148,EF2K,10.0,130,1
148,HIPK2,10.0,80,1
148,PAK4,10.0,94,11
148,PAK5,10.0,116,4
148,PAK6,10.0,113,3
148,Src,10.0,103,8
148,Lck,10.0,45,3
148,CSK,10.0,74,2
148,FGF-R1,10.0,91,2
148,IRR,10.0,88,2
148,EPH-A2,10.0,72,6
148,MST4,10.0,68,7
148,SYK,10.0,59,16
148,YES1,10.0,112,6
148,IGF-1R,10.0,62,0
148,VEGFR1,10.0,126,15
148,BTK,10.0,148,30
148,IR,10.0,88,18
148,EPH-B3,10.0,79,0
148,TBK1,10.0,76,2
148,IKK epsilon ,10.0,91,16
148,GCK,10.0,64,0
148,IRAK4,10.0,64,0
148,NUAK1,10.0,111,4
148,MLK1,10.0,54,9
148,MINK1,10.0,65,0
148,MLK3,10.0,88,1
148,LKB1,10.0,89,6
148,HER4,10.0,104,5
148,TTK,10.0,92,1
9,NEK2a,10.0,99,3
9,NEK6,10.0,75,3
9,NEK7,10.0,84,10
9,IKK beta ,10.0,89,2
9,PIM1,10.0,56,6
9,PIM2,10.0,89,3
9,PIM3,10.0,59,6
9,SRPK1,10.0,84,9
9,MST2,10.0,78,2
9,EF2K,10.0,40,6
9,HIPK2,10.0,84,3
9,HIPK3,10.0,65,2
9,PAK4,10.0,48,4
9,PAK5,10.0,60,3
9,PAK6,10.0,92,1
9,Src,10.0,118,1
9,Lck,10.0,64,6
9,CSK,10.0,103,15
9,FGF-R1,10.0,75,3
9,IRR,10.0,81,13
9,EPH-A2,10.0,84,7
9,MST4,10.0,80,4
9,SYK,10.0,84,10
9,YES1,10.0,88,8
9,IKK epsilon ,10.0,67,6
9,TBK1,10.0,106,10
9,MKK1,10.0,76,10
9,MKK2,10.0,None,None
9,MKK6,10.0,None,None
9,ERK1,10.0,99,5
9,ERK2,10.0,75,14
9,JNK1,10.0,70,9
9,JNK2,10.0,81,12
9,JNK3,10.0,80,7
9,p38 alpha MAPK,10.0,98,13
9,p38 beta MAPK,10.0,113,3
9,p38 gamma MAPK,10.0,93,9
9,p38 delta MAPK,10.0,98,11
9,ERK8,10.0,70,1
9,RSK1,10.0,67,1
9,RSK2,10.0,74,1
9,PDK1,10.0,94,7
9,PKB alpha ,10.0,64,8
9,PKB beta ,10.0,87,14
9,SGK1,10.0,82,3
9,S6K1,10.0,71,6
9,PKA,10.0,76,5
9,ROCK 2,10.0,91,1
9,PRK2,10.0,67,10
9,PKC alpha ,10.0,87,8
9,PKC zeta ,10.0,96,9
9,PKD1,10.0,82,14
9,MSK1,10.0,93,14
9,MNK1,10.0,84,1
9,MNK2,10.0,79,3
9,MAPKAP-K2 ,10.0,59,1
9,MAPKAP-K3,10.0,71,5
9,PRAK,10.0,79,5
9,CAMKK beta ,10.0,108,9
9,CAMK1,10.0,3,0
9,SmMLCK,10.0,11,4
9,PHK,10.0,101,9
9,DAPK1,10.0,None,None
9,CHK1,10.0,85,2
9,CHK2,10.0,82,7
9,GSK3 beta ,10.0,77,9
9,CDK2-Cyclin A,10.0,97,13
9,PLK1,10.0,89,2
9,Aurora A,10.0,None,None
9,Aurora B,10.0,60,3
9,LKB1,10.0,None,None
9,AMPK,10.0,92,10
9,MARK1,10.0,None,None
9,CAMKK alpha ,10.0,62,3
9,MARK2,10.0,None,None
9,MARK3,10.0,95,12
9,MARK4,10.0,None,None
9,BRSK1,10.0,None,None
9,BRSK2,10.0,92,12
9,MELK,10.0,67,0
9,NUAK1,10.0,None,None
9,CK1 delta ,10.0,110,2
9,CK2,10.0,91,14
9,DYRK1A,10.0,93,12
9,DYRK2,10.0,118,1
9,Aurora C,10.0,65,0
9,DYRK3,10.0,74,1
9,HIPK1,10.0,None,None
9,CLK2,10.0,None,None
9,PAK2,10.0,None,None
9,GCK,10.0,None,None
9,MINK1,10.0,None,None
9,MEKK1,10.0,None,None
9,MLK1,10.0,None,None
9,MLK3,10.0,None,None
9,TAO1,10.0,None,None
9,ASK1,10.0,None,None
9,TAK1,10.0,None,None
9,IRAK4,10.0,None,None
9,RIPK2,10.0,None,None
9,TTK,10.0,None,None
9,BTK,10.0,None,None
9,JAK2,10.0,None,None
9,EPH-A4,10.0,None,None
9,EPH-B1,10.0,None,None
9,EPH-B2,10.0,None,None
9,EPH-B3,10.0,None,None
9,EPH-B4,10.0,None,None
9,HER4,10.0,None,None
9,IGF-1R,10.0,None,None
9,IR,10.0,None,None
9,TrkA,10.0,None,None
9,VEGFR1,10.0,None,None
311,ULK1,10.0,93,8
311,ULK2,10.0,89,7
311,TGFBR1,10.0,98,10
311,Src,10.0,85,6
311,MKK1,10.0,102,12
311,Lck,10.0,102,10
311,MKK2,10.0,93,0
311,CSK,10.0,81,7
311,MKK6,10.0,103,8
311,YES1,10.0,94,10
311,ERK1,10.0,101,22
311,ABL,10.0,86,12
311,ERK2,10.0,96,4
311,BTK,10.0,51,6
311,ERK5,10.0,95,1
311,JAK2,10.0,74,0
311,JNK1,10.0,104,0
311,SYK,10.0,79,10
311,JNK2,10.0,98,3
311,ZAP70,10.0,109,7
311,JNK3,10.0,98,1
311,TIE2,10.0,85,2
311,p38 alpha MAPK,10.0,103,9
311,BRK,10.0,66,4
311,p38 beta MAPK,10.0,94,1
311,EPH-A2,10.0,98,9
311,p38 gamma MAPK,10.0,93,5
311,EPH-A4,10.0,71,3
311,p38 delta MAPK,10.0,91,5
311,EPH-B1,10.0,102,1
311,ERK8,10.0,79,4
311,EPH-B2,10.0,105,3
311,RSK1,10.0,70,1
311,EPH-B3,10.0,95,13
311,RSK2,10.0,90,2
311,EPH-B4,10.0,88,6
311,PDK1,10.0,102,16
311,FGF-R1,10.0,96,13
311,PKB alpha ,10.0,91,2
311,HER4,10.0,73,8
311,PKB beta ,10.0,82,8
311,IGF-1R,10.0,31,0
311,SGK1,10.0,79,1
311,IR,10.0,36,2
311,S6K1,10.0,69,2
311,IRR,10.0,53,1
311,PKA,10.0,98,6
311,TrkA,10.0,49,7
311,ROCK 2,10.0,86,13
311,DDR2,10.0,90,4
311,PRK2,10.0,113,25
311,VEGFR1,10.0,15,0
311,PKC alpha ,10.0,98,4
311,PDGFRA,10.0,84,12
311,PKC gamma ,10.0,83,5
311,PINK,10.0,102,10
311,PKC zeta ,10.0,85,8
311,PKD1,10.0,102,13
311,STK33,10.0,79,5
