CNumber,Target,Screen Conc(10.0),% Activity Remaining,Standard Deviation
98,PKA,10.0,64,11
98,ROCK 2,10.0,91,5
98,PRK2,10.0,83,4
98,PKC alpha ,10.0,59,7
98,PKC zeta ,10.0,107,10
98,PKD1,10.0,79,7
98,MSK1,10.0,75,1
98,MNK1,10.0,77,0
98,MNK2,10.0,84,3
98,MAPKAP-K2 ,10.0,34,12
98,MAPKAP-K3,10.0,82,5
98,PRAK,10.0,41,9
98,CAMKK beta ,10.0,42,8
98,CAMK1,10.0,93,7
98,SmMLCK,10.0,24,9
98,PHK,10.0,74,6
98,CHK1,10.0,105,6
98,CHK2,10.0,11,2
98,GSK3 beta ,10.0,94,11
98,CDK2-Cyclin A,10.0,93,9
98,PLK1,10.0,40,11
98,Aurora B,10.0,45,0
98,Aurora C,10.0,50,3
98,AMPK,10.0,93,4
98,MARK3,10.0,94,2
98,BRSK2,10.0,94,6
98,MELK,10.0,60,4
98,CK1 delta ,10.0,83,6
98,CK2,10.0,91,8
98,DYRK1A,10.0,96,5
98,DYRK2,10.0,96,2
98,DYRK3,10.0,31,4
98,NEK2a,10.0,104,5
98,NEK6,10.0,96,12
98,NEK7,10.0,96,9
98,IKK beta ,10.0,77,0
98,PIM1,10.0,63,3
98,PIM2,10.0,93,3
98,PIM3,10.0,14,0
98,SRPK1,10.0,6,2
98,MST2,10.0,73,6
98,EF2K,10.0,92,11
98,HIPK2,10.0,80,12
98,HIPK3,10.0,93,6
98,PAK4,10.0,53,7
98,PAK5,10.0,84,0
98,PAK6,10.0,120,8
98,Src,10.0,63,7
98,Lck,10.0,84,14
98,CSK,10.0,99,12
98,FGF-R1,10.0,57,0
98,IRR,10.0,101,9
98,EPH-A2,10.0,71,11
98,MST4,10.0,87,9
98,SYK,10.0,66,0
98,YES1,10.0,42,5
98,IKK epsilon ,10.0,71,12
98,TBK1,10.0,82,1
98,MKK1,10.0,74,7
98,ERK1,10.0,96,6
98,ERK2,10.0,77,10
98,JNK1,10.0,80,5
98,JNK2,10.0,84,6
98,JNK3,10.0,74,0
98,p38 alpha MAPK,10.0,93,1
98,p38 beta MAPK,10.0,118,7
98,p38 gamma MAPK,10.0,94,4
98,p38 delta MAPK,10.0,86,7
98,ERK8,10.0,77,3
98,RSK1,10.0,74,5
98,RSK2,10.0,52,5
98,PDK1,10.0,80,1
98,PKB alpha ,10.0,76,3
98,CAMKK alpha ,10.0,None,None
100,DYRK2,10.0,88,8
100,DYRK3,10.0,75,5
100,NEK2a,10.0,83,2
100,NEK6,10.0,85,1
100,NEK7,10.0,108,3
100,IKK beta ,10.0,87,4
100,PIM1,10.0,81,0
100,PIM2,10.0,106,8
100,PIM3,10.0,54,3
100,SRPK1,10.0,81,7
100,MST2,10.0,75,6
100,EF2K,10.0,101,1
100,HIPK2,10.0,90,1
100,HIPK3,10.0,99,7
100,PAK4,10.0,80,6
100,PAK5,10.0,88,4
100,PAK6,10.0,82,1
100,Src,10.0,47,5
100,Lck,10.0,24,4
100,CSK,10.0,37,2
100,MKK1,10.0,85,4
100,ERK1,10.0,82,1
100,ERK2,10.0,85,1
100,JNK1,10.0,77,5
100,JNK2,10.0,16,0
100,JNK3,10.0,29,0
100,p38 alpha MAPK,10.0,2,0
100,p38 beta MAPK,10.0,3,1
100,p38 gamma MAPK,10.0,83,4
100,p38 delta MAPK,10.0,83,3
100,ERK8,10.0,80,8
100,RSK1,10.0,34,6
100,RSK2,10.0,60,7
100,PDK1,10.0,67,2
100,PKB alpha ,10.0,77,7
100,PKB beta ,10.0,80,4
100,SGK1,10.0,66,1
100,S6K1,10.0,78,4
100,PKA,10.0,53,4
100,ROCK 2,10.0,65,1
100,PRK2,10.0,67,1
100,PKC alpha ,10.0,42,0
100,PKC zeta ,10.0,65,8
100,PKD1,10.0,60,3
100,MSK1,10.0,78,5
100,MNK1,10.0,63,0
100,MNK2,10.0,92,1
100,MAPKAP-K2 ,10.0,111,4
100,MAPKAP-K3,10.0,88,8
100,PRAK,10.0,64,6
100,CAMKK alpha ,10.0,72,4
100,CAMKK beta ,10.0,78,0
100,CAMK1,10.0,79,4
100,SmMLCK,10.0,73,3
100,PHK,10.0,62,2
100,CHK1,10.0,67,3
100,CHK2,10.0,107,5
100,GSK3 beta ,10.0,12,2
100,CDK2-Cyclin A,10.0,81,2
100,PLK1,10.0,83,6
100,Aurora B,10.0,63,4
100,Aurora C,10.0,68,4
100,AMPK,10.0,20,3
100,MARK3,10.0,66,3
100,BRSK2,10.0,58,4
100,MELK,10.0,53,0
100,CK1 delta ,10.0,0,0
100,CK2,10.0,89,3
100,DYRK1A,10.0,91,1
101,MKK1,10.0,61,4
101,ERK1,10.0,88,13
101,ERK2,10.0,76,5
101,JNK1,10.0,95,5
101,JNK2,10.0,81,1
101,JNK3,10.0,77,6
101,p38 alpha MAPK,10.0,72,3
101,p38 beta MAPK,10.0,61,12
101,p38 gamma MAPK,10.0,95,5
101,p38 delta MAPK,10.0,67,11
101,ERK8,10.0,0,0
101,RSK1,10.0,33,0
101,RSK2,10.0,40,2
101,PDK1,10.0,95,2
101,PKB alpha ,10.0,84,7
101,PKB beta ,10.0,81,14
101,SGK1,10.0,84,2
101,S6K1,10.0,96,10
101,PKA,10.0,92,5
101,ROCK 2,10.0,71,6
101,PRK2,10.0,69,1
101,PKC alpha ,10.0,58,7
101,PKC zeta ,10.0,75,6
101,PKD1,10.0,86,12
101,MSK1,10.0,73,4
101,MNK1,10.0,79,1
101,MNK2,10.0,81,4
101,MAPKAP-K2 ,10.0,71,10
101,MAPKAP-K3,10.0,117,3
101,PRAK,10.0,84,3
101,CAMKK alpha ,10.0,85,3
101,CAMKK beta ,10.0,43,12
101,CAMK1,10.0,86,3
101,SmMLCK,10.0,40,6
101,PHK,10.0,73,5
101,CHK1,10.0,92,8
101,CHK2,10.0,83,7
101,GSK3 beta ,10.0,-3,1
101,CDK2-Cyclin A,10.0,57,9
101,PLK1,10.0,51,2
101,Aurora B,10.0,83,4
101,Aurora C,10.0,52,1
101,AMPK,10.0,69,0
101,MARK3,10.0,68,10
101,BRSK2,10.0,82,4
101,MELK,10.0,59,3
101,CK1 delta ,10.0,73,5
101,CK2,10.0,91,6
101,DYRK1A,10.0,4,0
101,DYRK2,10.0,104,3
101,DYRK3,10.0,59,1
101,NEK2a,10.0,60,7
101,NEK6,10.0,42,8
101,NEK7,10.0,79,1
101,IKK beta ,10.0,91,0
101,PIM1,10.0,62,11
101,PIM2,10.0,44,3
101,PIM3,10.0,31,5
101,SRPK1,10.0,12,2
101,MST2,10.0,31,7
101,EF2K,10.0,96,4
101,HIPK2,10.0,14,7
101,HIPK3,10.0,41,4
101,PAK4,10.0,63,4
101,PAK5,10.0,58,1
101,PAK6,10.0,86,14
101,Src,10.0,85,6
101,Lck,10.0,88,11
101,CSK,10.0,91,1
101,FGF-R1,10.0,94,11
101,IRR,10.0,31,3
101,EPH-A2,10.0,84,4
101,MST4,10.0,49,7
101,SYK,10.0,89,13
101,YES1,10.0,43,11
101,IKK epsilon ,10.0,55,4
101,TBK1,10.0,82,8
102,PKB alpha ,10.0,92,1
102,PKB beta ,10.0,85,10
102,SGK1,10.0,82,6
102,S6K1,10.0,81,2
102,PKA,10.0,80,8
102,ROCK 2,10.0,79,4
102,PRK2,10.0,43,7
102,PKC alpha ,10.0,39,3
102,PKC zeta ,10.0,69,4
102,PKD1,10.0,64,8
102,MSK1,10.0,62,5
102,MNK1,10.0,77,8
102,MNK2,10.0,91,8
102,MAPKAP-K2 ,10.0,85,5
102,MAPKAP-K3,10.0,99,6
102,PRAK,10.0,81,5
102,CAMKK alpha ,10.0,53,6
102,CAMKK beta ,10.0,29,3
102,CAMK1,10.0,61,3
102,SmMLCK,10.0,65,8
102,PHK,10.0,84,3
102,CHK1,10.0,60,5
102,CHK2,10.0,69,10
102,GSK3 beta ,10.0,4,1
102,CDK2-Cyclin A,10.0,18,1
102,PLK1,10.0,85,7
102,Aurora B,10.0,64,3
102,Aurora C,10.0,70,4
102,AMPK,10.0,33,4
102,MARK3,10.0,29,2
102,BRSK2,10.0,38,3
102,MELK,10.0,72,5
102,CK1 delta ,10.0,68,4
102,CK2,10.0,97,1
102,DYRK1A,10.0,30,3
102,DYRK2,10.0,83,7
102,DYRK3,10.0,84,5
102,NEK2a,10.0,86,6
102,NEK6,10.0,74,1
102,NEK7,10.0,86,9
102,IKK beta ,10.0,84,5
102,PIM1,10.0,37,2
102,PIM2,10.0,46,3
102,PIM3,10.0,46,8
102,SRPK1,10.0,54,6
102,MST2,10.0,14,2
102,EF2K,10.0,94,2
102,HIPK2,10.0,63,2
102,HIPK3,10.0,85,6
102,PAK4,10.0,52,4
102,PAK5,10.0,67,2
102,PAK6,10.0,74,1
102,Src,10.0,77,7
102,Lck,10.0,66,3
102,CSK,10.0,89,2
102,FGF-R1,10.0,24,2
102,IRR,10.0,34,0
102,EPH-A2,10.0,90,1
102,MST4,10.0,22,2
102,SYK,10.0,82,1
102,YES1,10.0,72,4
102,IKK epsilon ,10.0,27,3
102,TBK1,10.0,12,1
102,MKK1,10.0,28,3
102,ERK1,10.0,94,9
102,ERK2,10.0,95,8
102,JNK1,10.0,95,1
102,JNK2,10.0,88,4
102,JNK3,10.0,90,6
102,p38 alpha MAPK,10.0,72,6
102,p38 beta MAPK,10.0,89,7
102,p38 gamma MAPK,10.0,98,7
102,p38 delta MAPK,10.0,82,2
102,ERK8,10.0,13,3
102,RSK1,10.0,31,2
102,RSK2,10.0,29,1
102,PDK1,10.0,62,2
161,p38 delta MAPK,10.0,79,2
161,MARK2,10.0,90,6
161,ERK8,10.0,99,3
161,MARK3,10.0,89,3
161,RSK1,10.0,96,10
161,MARK4,10.0,109,2
161,RSK2,10.0,90,4
161,BRSK1,10.0,99,8
161,PDK1,10.0,100,11
161,BRSK2,10.0,81,5
161,PKB alpha ,10.0,86,11
161,MELK,10.0,90,3
161,PKB beta ,10.0,77,3
161,NUAK1,10.0,72,1
161,SGK1,10.0,89,4
161,CK1 delta ,10.0,16,1
161,S6K1,10.0,90,6
161,CK2,10.0,103,7
161,PKA,10.0,109,3
161,DYRK1A,10.0,103,8
161,ROCK 2,10.0,63,1
161,DYRK2,10.0,93,0
161,PRK2,10.0,97,8
161,DYRK3,10.0,110,15
161,PKC alpha ,10.0,96,1
161,NEK2a,10.0,87,8
161,PKC zeta ,10.0,109,4
161,NEK6,10.0,102,10
161,PKD1,10.0,57,10
161,IKK beta ,10.0,101,5
161,MSK1,10.0,87,6
161,IKK epsilon ,10.0,96,2
161,MNK1,10.0,106,2
161,TBK1,10.0,87,12
161,MNK2,10.0,122,2
161,PIM1,10.0,86,8
161,MAPKAP-K2 ,10.0,97,7
161,PIM2,10.0,98,14
161,MAPKAP-K3,10.0,84,7
161,PIM3,10.0,90,0
161,PRAK,10.0,100,4
161,SRPK1,10.0,115,0
161,CAMKK beta ,10.0,77,4
161,EF2K,10.0,104,4
161,CAMK1,10.0,72,4
161,HIPK1,10.0,90,9
161,SmMLCK,10.0,76,8
161,HIPK2,10.0,94,4
161,PHK,10.0,106,5
161,HIPK3,10.0,98,12
161,DAPK1,10.0,70,12
161,CLK2,10.0,52,2
161,CHK1,10.0,103,4
161,PAK2,10.0,87,5
161,CHK2,10.0,92,11
161,PAK4,10.0,79,1
161,GSK3 beta ,10.0,98,13
161,PAK5,10.0,86,2
161,CDK2-Cyclin A,10.0,97,8
161,PAK6,10.0,91,5
161,PLK1,10.0,97,4
161,MST2,10.0,91,4
161,Aurora A,10.0,99,1
161,MST4,10.0,110,6
161,Aurora B,10.0,81,3
161,GCK,10.0,100,8
161,LKB1,10.0,90,4
161,MINK1,10.0,64,13
161,AMPK,10.0,103,4
161,MEKK1,10.0,88,2
161,MARK1,10.0,86,9
161,MLK1,10.0,99,0
161,MLK3,10.0,50,3
161,TAO1,10.0,99,9
161,ASK1,10.0,110,7
161,TAK1,10.0,82,1
161,IRAK4,10.0,87,6
161,RIPK2,10.0,10,1
161,TTK,10.0,76,1
161,Src,10.0,90,5
161,Lck,10.0,106,1
161,CSK,10.0,96,0
161,YES1,10.0,86,2
161,BTK,10.0,75,6
161,JAK2,10.0,87,1
161,SYK,10.0,95,3
161,EPH-A2,10.0,94,9
161,EPH-A4,10.0,116,7
161,EPH-B1,10.0,98,8
161,EPH-B2,10.0,83,6
161,EPH-B3,10.0,88,10
161,EPH-B4,10.0,71,3
161,FGF-R1,10.0,84,4
161,HER4,10.0,71,1
161,IGF-1R,10.0,106,11
161,IR,10.0,105,4
161,IRR,10.0,88,2
161,TrkA,10.0,75,12
161,VEGFR1,10.0,95,13
161,MKK1,10.0,87,4
161,MKK2,10.0,92,4
161,MKK6,10.0,94,2
161,ERK1,10.0,94,2
161,ERK2,10.0,108,6
161,JNK1,10.0,101,7
161,JNK2,10.0,106,8
161,JNK3,10.0,112,9
161,p38 alpha MAPK,10.0,35,2
161,p38 beta MAPK,10.0,68,6
161,p38 gamma MAPK,10.0,85,1
265,CK1 gamma 2,10.0,95,3
265,CK1 delta ,10.0,17,2
265,CK2,10.0,75,12
265,TTBK1,10.0,97,1
265,TTBK2,10.0,102,2
265,DYRK1A,10.0,81,1
265,DYRK2,10.0,75,12
265,DYRK3,10.0,91,9
265,NEK2a,10.0,91,1
265,NEK6,10.0,98,3
265,IKK beta ,10.0,92,6
265,IKK epsilon ,10.0,100,3
265,TBK1,10.0,93,1
265,PIM1,10.0,104,7
265,PIM2,10.0,90,10
265,PIM3,10.0,88,15
265,SRPK1,10.0,86,0
265,EF2K,10.0,122,20
265,EIF2AK3,10.0,79,5
265,HIPK1,10.0,66,6
265,HIPK2,10.0,62,9
265,HIPK3,10.0,92,1
265,MKK1,10.0,89,4
265,CLK2,10.0,62,8
265,MKK2,10.0,100,13
265,PAK2,10.0,105,9
265,MKK6,10.0,120,8
265,PAK4,10.0,99,2
265,ERK1,10.0,93,1
265,PAK5,10.0,89,10
265,ERK2,10.0,101,14
265,PAK6,10.0,91,3
265,ERK5,10.0,84,12
265,MST2,10.0,116,37
265,JNK1,10.0,105,9
265,MST3,10.0,85,0
265,JNK2,10.0,81,6
265,MST4,10.0,79,14
265,JNK3,10.0,94,2
265,GCK,10.0,78,0
265,p38 alpha MAPK,10.0,84,24
265,MAP4K3,10.0,81,19
265,p38 beta MAPK,10.0,107,19
265,MAP4K5,10.0,85,5
265,p38 gamma MAPK,10.0,92,10
265,MINK1,10.0,30,5
265,p38 delta MAPK,10.0,92,3
265,MEKK1,10.0,95,6
265,ERK8,10.0,88,13
265,MLK1,10.0,88,4
265,RSK1,10.0,92,7
265,MLK3,10.0,89,9
265,RSK2,10.0,93,26
265,TESK1,10.0,61,3
265,PDK1,10.0,109,23
265,TAO1,10.0,102,5
265,PKB alpha ,10.0,81,6
265,ASK1,10.0,100,9
265,PKB beta ,10.0,99,11
265,TAK1,10.0,83,10
265,SGK1,10.0,76,0
265,IRAK1,10.0,84,13
265,S6K1,10.0,91,4
265,IRAK4,10.0,95,1
265,PKA,10.0,76,4
265,RIPK2,10.0,20,4
265,ROCK 2,10.0,48,11
265,OSR1,10.0,108,9
265,PRK2,10.0,78,6
265,TTK,10.0,91,4
265,PKC alpha ,10.0,97,18
265,MPSK1,10.0,97,17
265,PKC gamma ,10.0,92,3
265,WNK1,10.0,105,5
265,PKC zeta ,10.0,94,1
265,IRR,10.0,72,2
265,ULK1,10.0,93,2
265,PKD1,10.0,68,6
265,TrkA,10.0,85,9
265,ULK2,10.0,113,12
265,STK33,10.0,108,11
265,DDR2,10.0,90,10
265,TGFBR1,10.0,59,4
265,MSK1,10.0,84,15
265,VEGFR1,10.0,77,6
265,Src,10.0,104,7
265,MNK1,10.0,99,5
265,PDGFRA,10.0,121,5
265,Lck,10.0,29,5
265,MNK2,10.0,127,5
265,CSK,10.0,130,11
265,MAPKAP-K2 ,10.0,93,0
265,YES1,10.0,73,24
265,MAPKAP-K3,10.0,87,7
265,ABL,10.0,47,3
265,PRAK,10.0,107,4
265,BTK,10.0,83,4
265,CAMKK beta ,10.0,117,32
265,JAK2,10.0,99,8
265,CAMK1,10.0,97,11
265,SYK,10.0,102,4
265,SmMLCK,10.0,67,4
265,ZAP70,10.0,89,12
265,PHK,10.0,96,12
265,TIE2,10.0,45,6
265,DAPK1,10.0,100,5
265,BRK,10.0,28,7
265,CHK1,10.0,75,8
265,EPH-A2,10.0,101,11
265,CHK2,10.0,76,2
265,EPH-A4,10.0,74,10
265,GSK3 beta ,10.0,84,10
265,EPH-B1,10.0,100,10
265,CDK2-Cyclin A,10.0,112,9
265,EPH-B2,10.0,86,4
265,CDK9-Cyclin T1,10.0,94,12
265,EPH-B3,10.0,77,13
265,PLK1,10.0,77,7
265,EPH-B4,10.0,110,18
265,Aurora A,10.0,98,7
265,FGF-R1,10.0,124,5
265,Aurora B,10.0,78,3
265,HER4,10.0,55,8
265,TLK1,10.0,101,2
265,IGF-1R,10.0,89,8
265,LKB1,10.0,111,1
265,IR,10.0,106,8
265,AMPK,10.0,109,9
265,AMPK (hum),10.0,105,23
265,MARK1,10.0,84,2
265,MARK2,10.0,96,11
265,MARK3,10.0,95,2
265,MARK4,10.0,97,8
265,BRSK1,10.0,93,1
265,BRSK2,10.0,85,1
265,MELK,10.0,82,14
265,NUAK1,10.0,90,5
265,SIK2,10.0,90,7
265,SIK3,10.0,83,8
265,TSSK1,10.0,92,2
266,ERK1,10.0,97,3
266,DAPK1,10.0,35,2
266,ERK2,10.0,115,4
266,CHK1,10.0,53,2
266,ERK5,10.0,64,6
266,CHK2,10.0,69,5
266,JNK1,10.0,101,9
266,GSK3 beta ,10.0,25,3
266,JNK2,10.0,95,10
266,CDK2-Cyclin A,10.0,56,2
266,JNK3,10.0,95,11
266,CDK9-Cyclin T1,10.0,103,6
266,p38 alpha MAPK,10.0,94,6
266,PLK1,10.0,41,3
266,p38 beta MAPK,10.0,89,1
266,Aurora A,10.0,103,1
266,p38 gamma MAPK,10.0,109,9
266,Aurora B,10.0,71,3
266,p38 delta MAPK,10.0,88,7
266,TLK1,10.0,88,2
266,ERK8,10.0,27,5
266,LKB1,10.0,57,0
266,RSK1,10.0,9,2
266,AMPK,10.0,29,3
266,RSK2,10.0,64,62
266,AMPK (hum),10.0,34,7
266,PDK1,10.0,73,2
266,MARK1,10.0,71,7
266,PKB alpha ,10.0,4,1
266,MARK2,10.0,63,11
266,PKB beta ,10.0,38,10
266,MARK3,10.0,56,13
266,SGK1,10.0,25,2
266,MARK4,10.0,81,0
266,S6K1,10.0,4,2
266,BRSK1,10.0,41,0
266,PKA,10.0,8,1
266,BRSK2,10.0,41,6
266,ROCK 2,10.0,17,14
266,MELK,10.0,26,6
266,PRK2,10.0,7,1
266,NUAK1,10.0,59,7
266,PKC alpha ,10.0,30,5
266,PKC gamma ,10.0,46,6
266,PKC zeta ,10.0,25,5
266,PKD1,10.0,76,1
266,STK33,10.0,74,1
266,MSK1,10.0,1,1
266,MNK1,10.0,90,3
266,MNK2,10.0,77,4
266,MAPKAP-K2 ,10.0,102,4
266,MAPKAP-K3,10.0,97,14
266,PRAK,10.0,96,11
266,CAMKK beta ,10.0,105,11
266,CAMK1,10.0,109,3
266,SmMLCK,10.0,70,3
266,PHK,10.0,75,5
266,SIK2,10.0,95,6
266,SIK3,10.0,89,10
266,TSSK1,10.0,42,11
266,CK1 gamma 2,10.0,92,0
266,CK1 delta ,10.0,61,9
266,CK2,10.0,86,7
266,TTBK1,10.0,91,1
266,TTBK2,10.0,101,11
266,DYRK1A,10.0,35,10
266,DYRK2,10.0,53,5
266,DYRK3,10.0,72,12
266,NEK2a,10.0,106,17
266,NEK6,10.0,102,14
266,IKK beta ,10.0,100,1
266,IKK epsilon ,10.0,115,6
266,TBK1,10.0,78,0
266,PIM1,10.0,7,1
266,PIM2,10.0,69,14
266,PIM3,10.0,13,0
266,SRPK1,10.0,86,15
266,EF2K,10.0,117,16
266,MKK1,10.0,78,5
266,EIF2AK3,10.0,94,4
266,MKK2,10.0,126,27
266,HIPK1,10.0,84,5
266,MKK6,10.0,96,10
266,HIPK2,10.0,43,4
266,HIPK3,10.0,84,12
266,CLK2,10.0,22,2
266,PAK2,10.0,90,3
266,PAK4,10.0,79,3
266,PAK5,10.0,98,0
266,PAK6,10.0,93,5
266,MST2,10.0,71,0
266,MST3,10.0,73,5
266,MST4,10.0,91,16
266,GCK,10.0,71,7
266,MAP4K3,10.0,66,7
266,MAP4K5,10.0,84,13
266,MINK1,10.0,72,5
266,MEKK1,10.0,112,13
266,MLK1,10.0,99,16
266,MLK3,10.0,89,5
266,TESK1,10.0,104,15
266,TAO1,10.0,104,18
266,ASK1,10.0,97,11
266,TAK1,10.0,82,3
266,IRAK1,10.0,75,1
266,IRAK4,10.0,87,17
266,RIPK2,10.0,77,8
266,OSR1,10.0,97,1
266,TTK,10.0,65,3
266,MPSK1,10.0,83,9
266,WNK1,10.0,100,11
266,ULK1,10.0,43,1
266,ULK2,10.0,73,4
266,TGFBR1,10.0,92,2
266,Src,10.0,102,17
266,Lck,10.0,94,10
266,CSK,10.0,98,3
266,YES1,10.0,86,8
266,ABL,10.0,96,3
266,BTK,10.0,112,9
266,JAK2,10.0,110,4
266,SYK,10.0,79,2
266,ZAP70,10.0,84,16
266,TIE2,10.0,111,4
266,BRK,10.0,91,17
266,EPH-A2,10.0,103,8
266,EPH-A4,10.0,103,25
266,EPH-B1,10.0,82,10
266,EPH-B2,10.0,87,3
266,EPH-B3,10.0,83,0
266,EPH-B4,10.0,94,12
266,FGF-R1,10.0,121,6
266,HER4,10.0,115,20
266,IGF-1R,10.0,105,2
266,IR,10.0,99,2
266,IRR,10.0,21,0
266,TrkA,10.0,97,1
266,DDR2,10.0,104,10
266,VEGFR1,10.0,83,9
266,PDGFRA,10.0,99,3
103,MKK1,10.0,83,8
103,ERK1,10.0,88,6
103,ERK2,10.0,96,9
103,JNK1,10.0,89,4
103,JNK2,10.0,93,7
103,JNK3,10.0,94,9
103,p38 alpha MAPK,10.0,102,9
103,p38 beta MAPK,10.0,99,8
103,p38 gamma MAPK,10.0,79,8
103,p38 delta MAPK,10.0,87,1
103,ERK8,10.0,47,2
103,RSK1,10.0,97,5
103,RSK2,10.0,90,6
103,PDK1,10.0,93,11
103,PKB alpha ,10.0,81,7
103,PKB beta ,10.0,103,8
103,SGK1,10.0,105,6
103,S6K1,10.0,84,9
103,PKA,10.0,85,2
103,ROCK 2,10.0,59,3
103,PRK2,10.0,35,1
103,PKC alpha ,10.0,67,6
103,PKC zeta ,10.0,75,10
103,PKD1,10.0,75,2
103,MSK1,10.0,86,8
103,MNK1,10.0,72,4
103,MNK2,10.0,91,3
103,MAPKAP-K2 ,10.0,97,3
103,MAPKAP-K3,10.0,92,3
103,PRAK,10.0,61,6
103,CAMKK alpha ,10.0,90,4
103,CAMKK beta ,10.0,87,1
103,CAMK1,10.0,87,7
103,SmMLCK,10.0,80,7
103,PHK,10.0,103,8
103,CHK1,10.0,69,9
103,CHK2,10.0,93,12
103,GSK3 beta ,10.0,76,2
103,CDK2-Cyclin A,10.0,84,7
103,PLK1,10.0,99,7
103,Aurora B,10.0,50,4
103,Aurora C,10.0,70,2
103,AMPK,10.0,77,10
103,MARK3,10.0,64,5
103,BRSK2,10.0,77,2
103,MELK,10.0,80,5
103,CK1 delta ,10.0,91,12
103,CK2,10.0,75,6
103,DYRK1A,10.0,41,1
103,DYRK2,10.0,66,4
103,DYRK3,10.0,47,6
103,NEK2a,10.0,90,5
103,NEK6,10.0,93,9
103,NEK7,10.0,114,1
103,IKK beta ,10.0,28,1
103,PIM1,10.0,40,6
103,PIM2,10.0,55,2
103,PIM3,10.0,25,4
103,SRPK1,10.0,82,3
103,MST2,10.0,69,6
103,EF2K,10.0,113,6
103,HIPK2,10.0,47,2
103,HIPK3,10.0,77,7
103,PAK4,10.0,88,4
103,PAK5,10.0,82,3
103,PAK6,10.0,89,11
103,Src,10.0,90,6
103,Lck,10.0,70,7
103,CSK,10.0,81,2
103,FGF-R1,10.0,63,10
103,IRR,10.0,63,4
103,EPH-A2,10.0,74,2
103,MST4,10.0,114,3
103,SYK,10.0,90,12
103,YES1,10.0,97,0
103,IKK epsilon ,10.0,93,1
103,TBK1,10.0,95,5
112,MKK1,10.0,85,5
112,ERK1,10.0,103,17
112,ERK2,10.0,87,5
112,JNK1,10.0,100,0
112,JNK2,10.0,93,4
112,JNK3,10.0,104,6
112,p38 alpha MAPK,10.0,92,1
112,p38 beta MAPK,10.0,110,5
112,p38 gamma MAPK,10.0,100,8
112,p38 delta MAPK,10.0,92,9
112,ERK8,10.0,89,5
112,RSK1,10.0,107,4
112,RSK2,10.0,97,0
112,PDK1,10.0,96,1
112,PKB alpha ,10.0,93,1
112,PKB beta ,10.0,83,3
112,SGK1,10.0,118,9
112,S6K1,10.0,88,1
112,PKA,10.0,86,1
112,ROCK 2,10.0,92,1
112,PRK2,10.0,105,5
112,PKC alpha ,10.0,96,0
112,PKC zeta ,10.0,91,3
112,PKD1,10.0,90,7
112,MSK1,10.0,103,3
112,MNK1,10.0,97,8
112,MNK2,10.0,107,8
112,MAPKAP-K2 ,10.0,103,8
112,MAPKAP-K3,10.0,107,4
112,PRAK,10.0,88,5
112,CAMKK beta ,10.0,93,7
112,CAMK1,10.0,99,4
112,SmMLCK,10.0,70,6
112,PHK,10.0,112,1
112,CHK1,10.0,114,3
112,CHK2,10.0,97,1
112,GSK3 beta ,10.0,92,6
112,CDK2-Cyclin A,10.0,89,4
112,PLK1,10.0,95,12
112,Aurora B,10.0,98,4
112,AMPK,10.0,102,5
112,MARK3,10.0,89,0
112,BRSK2,10.0,91,6
112,MELK,10.0,83,4
112,CK1 delta ,10.0,106,1
112,CK2,10.0,91,5
112,DYRK1A,10.0,94,7
112,DYRK2,10.0,125,36
112,DYRK3,10.0,88,8
112,NEK2a,10.0,88,2
112,NEK6,10.0,91,5
112,NEK7,10.0,107,2
112,IKK beta ,10.0,85,3
112,PIM1,10.0,92,1
112,PIM2,10.0,99,6
112,PIM3,10.0,84,6
112,SRPK1,10.0,82,2
112,MST2,10.0,95,4
112,EF2K,10.0,89,2
112,HIPK2,10.0,94,10
112,PAK4,10.0,73,1
112,PAK5,10.0,104,1
112,PAK6,10.0,95,1
112,Src,10.0,92,1
112,Lck,10.0,91,8
112,CSK,10.0,77,2
112,FGF-R1,10.0,88,25
112,IRR,10.0,93,16
112,EPH-A2,10.0,99,7
112,MST4,10.0,90,7
112,SYK,10.0,76,11
112,YES1,10.0,92,15
112,IGF-1R,10.0,77,8
112,VEGFR1,10.0,73,0
112,BTK,10.0,103,4
112,IR,10.0,102,3
112,EPH-B3,10.0,65,7
112,TBK1,10.0,100,2
112,IKK epsilon ,10.0,102,0
111,Aurora C,10.0,76,2
111,AMPK,10.0,88,0
111,MARK3,10.0,112,6
111,BRSK2,10.0,80,4
111,MELK,10.0,102,6
111,CK1 delta ,10.0,87,1
111,CK2,10.0,101,6
111,DYRK1A,10.0,79,6
111,DYRK2,10.0,89,4
111,DYRK3,10.0,84,3
111,NEK2a,10.0,101,8
111,NEK6,10.0,108,13
111,NEK7,10.0,104,0
111,IKK beta ,10.0,99,2
111,PIM1,10.0,71,2
111,PIM2,10.0,95,1
111,PIM3,10.0,49,2
111,SRPK1,10.0,95,4
111,MST2,10.0,98,1
111,EF2K,10.0,85,4
111,HIPK2,10.0,72,8
111,HIPK3,10.0,109,7
111,PAK4,10.0,95,5
111,PAK5,10.0,85,5
111,PAK6,10.0,126,9
111,Src,10.0,104,3
111,Lck,10.0,88,0
111,CSK,10.0,105,6
111,MKK1,10.0,88,7
111,ERK1,10.0,98,5
111,ERK2,10.0,98,9
111,JNK1,10.0,94,9
111,JNK2,10.0,94,7
