Accession code,Uniprot URL
Q969T9,https://www.uniprot.org/uniprot/Q969T9
Q16555,https://www.uniprot.org/uniprot/Q16555
P48736,https://www.uniprot.org/uniprot/P48736
Q96FA3,https://www.uniprot.org/uniprot/Q96FA3
Q96CV9,https://www.uniprot.org/uniprot/Q96CV9
P23443,https://www.uniprot.org/uniprot/P23443
Q8TEV9,https://www.uniprot.org/uniprot/Q8TEV9
Q14653,https://www.uniprot.org/uniprot/Q14653
Q92985,https://www.uniprot.org/uniprot/Q92985
Q9BRV8,https://www.uniprot.org/uniprot/Q9BRV8
P42226,https://www.uniprot.org/uniprot/P42226
P56962,https://www.uniprot.org/uniprot/P56962
Q9UHD2,https://www.uniprot.org/uniprot/Q9UHD2
Q13568,https://www.uniprot.org/uniprot/Q13568
Q86WV6,https://www.uniprot.org/uniprot/Q86WV6
Q02763,https://www.uniprot.org/uniprot/Q02763
Q9Y2X7,https://www.uniprot.org/uniprot/Q9Y2X7
P07333,https://www.uniprot.org/uniprot/P07333
Q8NER1,https://www.uniprot.org/uniprot/Q8NER1
P05771-2,https://www.uniprot.org/uniprot/P05771-2
Q07869,https://www.uniprot.org/uniprot/Q07869
P15336,https://www.uniprot.org/uniprot/P15336
Q06124,https://www.uniprot.org/uniprot/Q06124
Q9H1D0,https://www.uniprot.org/uniprot/Q9H1D0
P20700,https://www.uniprot.org/uniprot/P20700
Q5T7P8,https://www.uniprot.org/uniprot/Q5T7P8
P62491,https://www.uniprot.org/uniprot/P62491
P35637,https://www.uniprot.org/uniprot/P35637
Q9UBU3,https://www.uniprot.org/uniprot/Q9UBU3
P02730,https://www.uniprot.org/uniprot/P02730
P31995,https://www.uniprot.org/uniprot/P31995
Q8IWV1,https://www.uniprot.org/uniprot/Q8IWV1
P19174,https://www.uniprot.org/uniprot/P19174
Q8WV28,https://www.uniprot.org/uniprot/Q8WV28
P16885,https://www.uniprot.org/uniprot/P16885
P12318,https://www.uniprot.org/uniprot/P12318
Q13422,https://www.uniprot.org/uniprot/Q13422
Q9GZY6,https://www.uniprot.org/uniprot/Q9GZY6
P52566,https://www.uniprot.org/uniprot/P52566
P42229,https://www.uniprot.org/uniprot/P42229
P22681,https://www.uniprot.org/uniprot/P22681
P51452,https://www.uniprot.org/uniprot/P51452
Q06187,https://www.uniprot.org/uniprot/Q06187
Q8N6F7,https://www.uniprot.org/uniprot/Q8N6F7
P10636,https://www.uniprot.org/uniprot/P10636
F8W6Q8,https://www.uniprot.org/uniprot/F8W6Q8
Q13094,https://www.uniprot.org/uniprot/Q13094
O14986,https://www.uniprot.org/uniprot/O14986
Q9Y6R1,https://www.uniprot.org/uniprot/Q9Y6R1
P55011,https://www.uniprot.org/uniprot/P55011
Q9H2X9,https://www.uniprot.org/uniprot/Q9H2X9
Q9Y666,https://www.uniprot.org/uniprot/Q9Y666
Q9UHW9,https://www.uniprot.org/uniprot/Q9UHW9
Q9UP95,https://www.uniprot.org/uniprot/Q9UP95
P55017,https://www.uniprot.org/uniprot/P55017
P51617,https://www.uniprot.org/uniprot/P51617
Q9HAT8,https://www.uniprot.org/uniprot/Q9HAT8
Q9HCJ2,https://www.uniprot.org/uniprot/Q9HCJ2
O76039,https://www.uniprot.org/uniprot/O76039
P04179,https://www.uniprot.org/uniprot/P04179
Q15759,https://www.uniprot.org/uniprot/Q15759
Q8IW41,https://www.uniprot.org/uniprot/Q8IW41
P17544,https://www.uniprot.org/uniprot/P17544
P13807,https://www.uniprot.org/uniprot/P13807
Q02156,https://www.uniprot.org/uniprot/Q02156
Q01844,https://www.uniprot.org/uniprot/Q01844
P30281,https://www.uniprot.org/uniprot/P30281
P04150,https://www.uniprot.org/uniprot/P04150
Q15303,https://www.uniprot.org/uniprot/Q15303
Q6NUN9,https://www.uniprot.org/uniprot/Q6NUN9
O95202,https://www.uniprot.org/uniprot/O95202
P62988,https://www.uniprot.org/uniprot/P62988
Q8IXI2,https://www.uniprot.org/uniprot/Q8IXI2
O60260,https://www.uniprot.org/uniprot/O60260
Q13118,https://www.uniprot.org/uniprot/Q13118
Q92934,https://www.uniprot.org/uniprot/Q92934
Q02750,https://www.uniprot.org/uniprot/Q02750
Q05639,https://www.uniprot.org/uniprot/Q05639
O14974,https://www.uniprot.org/uniprot/O14974
P15531,https://www.uniprot.org/uniprot/P15531
O00303,https://www.uniprot.org/uniprot/O00303
Q13151,https://www.uniprot.org/uniprot/Q13151
P04792,https://www.uniprot.org/uniprot/P04792
Q96J92,https://www.uniprot.org/uniprot/Q96J92
Q6JBY9,https://www.uniprot.org/uniprot/Q6JBY9
Q969V6,https://www.uniprot.org/uniprot/Q969V6
P63104,https://www.uniprot.org/uniprot/P63104
Q9UKV8,https://www.uniprot.org/uniprot/Q9UKV8
O95816,https://www.uniprot.org/uniprot/O95816
Q9Y580,https://www.uniprot.org/uniprot/Q9Y580
P05783,https://www.uniprot.org/uniprot/P05783
P18615,https://www.uniprot.org/uniprot/P18615
P49137,https://www.uniprot.org/uniprot/P49137
Q07352,https://www.uniprot.org/uniprot/Q07352
Q9NQC3-2,https://www.uniprot.org/uniprot/Q9NQC3-2
Q9UPN4,https://www.uniprot.org/uniprot/Q9UPN4
O15511,https://www.uniprot.org/uniprot/O15511
Q14134,https://www.uniprot.org/uniprot/Q14134
O95453,https://www.uniprot.org/uniprot/O95453
P17844,https://www.uniprot.org/uniprot/P17844
P07101-2,https://www.uniprot.org/uniprot/P07101-2
Q92904,https://www.uniprot.org/uniprot/Q92904
Q13546,https://www.uniprot.org/uniprot/Q13546
Q13263,https://www.uniprot.org/uniprot/Q13263
P33241,https://www.uniprot.org/uniprot/P33241
Q9NY61,https://www.uniprot.org/uniprot/Q9NY61
Q07817,https://www.uniprot.org/uniprot/Q07817
P49815,https://www.uniprot.org/uniprot/P49815
P35900,https://www.uniprot.org/uniprot/P35900
P27448-3,https://www.uniprot.org/uniprot/P27448-3
Q9Y5P4,https://www.uniprot.org/uniprot/Q9Y5P4
P35241,https://www.uniprot.org/uniprot/P35241
P15311,https://www.uniprot.org/uniprot/P15311
Q04759,https://www.uniprot.org/uniprot/Q04759
P35236,https://www.uniprot.org/uniprot/P35236
Q3V6T2,https://www.uniprot.org/uniprot/Q3V6T2
O95267,https://www.uniprot.org/uniprot/O95267
P01116-2,https://www.uniprot.org/uniprot/P01116-2
P26038,https://www.uniprot.org/uniprot/P26038
O43516,https://www.uniprot.org/uniprot/O43516
Q9Y4G8,https://www.uniprot.org/uniprot/Q9Y4G8
Q13191,https://www.uniprot.org/uniprot/Q13191
Q5JVS0,https://www.uniprot.org/uniprot/Q5JVS0
Q9UEW8,https://www.uniprot.org/uniprot/Q9UEW8
P32942,https://www.uniprot.org/uniprot/P32942
Q15052,https://www.uniprot.org/uniprot/Q15052
P08138,https://www.uniprot.org/uniprot/P08138
Q13164,https://www.uniprot.org/uniprot/Q13164
Q6PD62,https://www.uniprot.org/uniprot/Q6PD62
P11047,https://www.uniprot.org/uniprot/P11047
Q9NUU7,https://www.uniprot.org/uniprot/Q9NUU7
P22626,https://www.uniprot.org/uniprot/P22626
P84098,https://www.uniprot.org/uniprot/P84098
P67809,https://www.uniprot.org/uniprot/P67809
Q7Z2Z1,https://www.uniprot.org/uniprot/Q7Z2Z1
Q9NRL2,https://www.uniprot.org/uniprot/Q9NRL2
P54132,https://www.uniprot.org/uniprot/P54132
O00716,https://www.uniprot.org/uniprot/O00716
O14757,https://www.uniprot.org/uniprot/O14757
Q14669,https://www.uniprot.org/uniprot/Q14669
Q9UKI8,https://www.uniprot.org/uniprot/Q9UKI8
P49761,https://www.uniprot.org/uniprot/P49761
P07814,https://www.uniprot.org/uniprot/P07814
Q53H47,https://www.uniprot.org/uniprot/Q53H47
P85299,https://www.uniprot.org/uniprot/P85299
O75461,https://www.uniprot.org/uniprot/O75461
Q12789,https://www.uniprot.org/uniprot/Q12789
Q5T8P6,https://www.uniprot.org/uniprot/Q5T8P6
P16989,https://www.uniprot.org/uniprot/P16989
Q27J81,https://www.uniprot.org/uniprot/Q27J81
P30304,https://www.uniprot.org/uniprot/P30304
P46013,https://www.uniprot.org/uniprot/P46013
Q14186,https://www.uniprot.org/uniprot/Q14186
Q9UJM3,https://www.uniprot.org/uniprot/Q9UJM3
Q9BXW9,https://www.uniprot.org/uniprot/Q9BXW9
Q9UKM9,https://www.uniprot.org/uniprot/Q9UKM9
Q12888,https://www.uniprot.org/uniprot/Q12888
Q14966,https://www.uniprot.org/uniprot/Q14966
Q99590,https://www.uniprot.org/uniprot/Q99590
Q9UQ35,https://www.uniprot.org/uniprot/Q9UQ35
Q9P2D1,https://www.uniprot.org/uniprot/Q9P2D1
Q13439,https://www.uniprot.org/uniprot/Q13439
Q9UEY8,https://www.uniprot.org/uniprot/Q9UEY8
Q9BW19,https://www.uniprot.org/uniprot/Q9BW19
Q16181,https://www.uniprot.org/uniprot/Q16181
P43243,https://www.uniprot.org/uniprot/P43243
P33992,https://www.uniprot.org/uniprot/P33992
Q96T58,https://www.uniprot.org/uniprot/Q96T58
Q5UIP0,https://www.uniprot.org/uniprot/Q5UIP0
Q96GD4,https://www.uniprot.org/uniprot/Q96GD4
Q9NXE8,https://www.uniprot.org/uniprot/Q9NXE8
Q96PK6,https://www.uniprot.org/uniprot/Q96PK6
Q13907,https://www.uniprot.org/uniprot/Q13907
Q9H8G2,https://www.uniprot.org/uniprot/Q9H8G2
Q9Y520,https://www.uniprot.org/uniprot/Q9Y520
O75151,https://www.uniprot.org/uniprot/O75151
Q16143,https://www.uniprot.org/uniprot/Q16143
P52272,https://www.uniprot.org/uniprot/P52272
Q15648,https://www.uniprot.org/uniprot/Q15648
Q16204,https://www.uniprot.org/uniprot/Q16204
Q9Y2T7,https://www.uniprot.org/uniprot/Q9Y2T7
O95785,https://www.uniprot.org/uniprot/O95785
Q86WB0,https://www.uniprot.org/uniprot/Q86WB0
P08631,https://www.uniprot.org/uniprot/P08631
P49790,https://www.uniprot.org/uniprot/P49790
Q9NWH9,https://www.uniprot.org/uniprot/Q9NWH9
O15294,https://www.uniprot.org/uniprot/O15294
Q8NG66,https://www.uniprot.org/uniprot/Q8NG66
Q04837,https://www.uniprot.org/uniprot/Q04837
P25205,https://www.uniprot.org/uniprot/P25205
O95707,https://www.uniprot.org/uniprot/O95707
P35612,https://www.uniprot.org/uniprot/P35612
Q8IY67-2,https://www.uniprot.org/uniprot/Q8IY67-2
Q6UB98-2,https://www.uniprot.org/uniprot/Q6UB98-2
Q9H8N7,https://www.uniprot.org/uniprot/Q9H8N7
P12956,https://www.uniprot.org/uniprot/P12956
Q13257,https://www.uniprot.org/uniprot/Q13257
Q13043,https://www.uniprot.org/uniprot/Q13043
O75592,https://www.uniprot.org/uniprot/O75592
Q9BRD0,https://www.uniprot.org/uniprot/Q9BRD0
O60343,https://www.uniprot.org/uniprot/O60343
P36507,https://www.uniprot.org/uniprot/P36507
Q9GZR7,https://www.uniprot.org/uniprot/Q9GZR7
Q9BTD8,https://www.uniprot.org/uniprot/Q9BTD8
P39748,https://www.uniprot.org/uniprot/P39748
Q99848,https://www.uniprot.org/uniprot/Q99848
P49792,https://www.uniprot.org/uniprot/P49792
Q9HC62,https://www.uniprot.org/uniprot/Q9HC62
Q08AD1,https://www.uniprot.org/uniprot/Q08AD1
Q9Y3Y2,https://www.uniprot.org/uniprot/Q9Y3Y2
Q5JSZ5,https://www.uniprot.org/uniprot/Q5JSZ5
P02545,https://www.uniprot.org/uniprot/P02545
O15151,https://www.uniprot.org/uniprot/O15151
O95625,https://www.uniprot.org/uniprot/O95625
Q9UPP1,https://www.uniprot.org/uniprot/Q9UPP1
Q9H0H5,https://www.uniprot.org/uniprot/Q9H0H5
Q9UMR2,https://www.uniprot.org/uniprot/Q9UMR2
Q86UE8,https://www.uniprot.org/uniprot/Q86UE8
Q9Y570,https://www.uniprot.org/uniprot/Q9Y570
P84243,https://www.uniprot.org/uniprot/P84243
P27816,https://www.uniprot.org/uniprot/P27816
Q9UK53-2,https://www.uniprot.org/uniprot/Q9UK53-2
Q00341,https://www.uniprot.org/uniprot/Q00341
Q86WR7,https://www.uniprot.org/uniprot/Q86WR7
Q14004,https://www.uniprot.org/uniprot/Q14004
Q6T4R5,https://www.uniprot.org/uniprot/Q6T4R5
Q5JTH9,https://www.uniprot.org/uniprot/Q5JTH9
Q9HAW4,https://www.uniprot.org/uniprot/Q9HAW4
Q14738,https://www.uniprot.org/uniprot/Q14738
P55039,https://www.uniprot.org/uniprot/P55039
O43660,https://www.uniprot.org/uniprot/O43660
P15822,https://www.uniprot.org/uniprot/P15822
Q53F19,https://www.uniprot.org/uniprot/Q53F19
Q9HB96,https://www.uniprot.org/uniprot/Q9HB96
Q96QD9,https://www.uniprot.org/uniprot/Q96QD9
Q9BY77,https://www.uniprot.org/uniprot/Q9BY77
P26373,https://www.uniprot.org/uniprot/P26373
P52294,https://www.uniprot.org/uniprot/P52294
Q8N4C8,https://www.uniprot.org/uniprot/Q8N4C8
P06400,https://www.uniprot.org/uniprot/P06400
P19838,https://www.uniprot.org/uniprot/P19838
Q9BXB4,https://www.uniprot.org/uniprot/Q9BXB4
Q96ST3,https://www.uniprot.org/uniprot/Q96ST3
Q13470,https://www.uniprot.org/uniprot/Q13470
Q32P44,https://www.uniprot.org/uniprot/Q32P44
Q9Y4F5,https://www.uniprot.org/uniprot/Q9Y4F5
Q8WWI1,https://www.uniprot.org/uniprot/Q8WWI1
P39880,https://www.uniprot.org/uniprot/P39880
Q16665,https://www.uniprot.org/uniprot/Q16665
P61224,https://www.uniprot.org/uniprot/P61224
Q00536,https://www.uniprot.org/uniprot/Q00536
P11137,https://www.uniprot.org/uniprot/P11137
P17752,https://www.uniprot.org/uniprot/P17752
O76054,https://www.uniprot.org/uniprot/O76054
P33076,https://www.uniprot.org/uniprot/P33076
Q86V87,https://www.uniprot.org/uniprot/Q86V87
Q5S007,https://www.uniprot.org/uniprot/Q5S007
Q96PU5,https://www.uniprot.org/uniprot/Q96PU5
Q93034,https://www.uniprot.org/uniprot/Q93034
Q05086-2,https://www.uniprot.org/uniprot/Q05086-2
P10071,https://www.uniprot.org/uniprot/P10071
Q06124-2,https://www.uniprot.org/uniprot/Q06124-2
Q13936,https://www.uniprot.org/uniprot/Q13936
Q7KZI7,https://www.uniprot.org/uniprot/Q7KZI7
P78348-1,https://www.uniprot.org/uniprot/P78348-1
Q9NRI5,https://www.uniprot.org/uniprot/Q9NRI5
P55211,https://www.uniprot.org/uniprot/P55211
P24390,https://www.uniprot.org/uniprot/P24390
Q86UR1,https://www.uniprot.org/uniprot/Q86UR1
Q14896,https://www.uniprot.org/uniprot/Q14896
P43694,https://www.uniprot.org/uniprot/P43694
Q9ULJ8,https://www.uniprot.org/uniprot/Q9ULJ8
Q9NX63,https://www.uniprot.org/uniprot/Q9NX63
P56545,https://www.uniprot.org/uniprot/P56545
P08684,https://www.uniprot.org/uniprot/P08684
Q9NYF0,https://www.uniprot.org/uniprot/Q9NYF0
Q8IYT8,https://www.uniprot.org/uniprot/Q8IYT8
Q07954,https://www.uniprot.org/uniprot/Q07954
P27448,https://www.uniprot.org/uniprot/P27448
Q9NZV8,https://www.uniprot.org/uniprot/Q9NZV8
P31323,https://www.uniprot.org/uniprot/P31323
P34998-2,https://www.uniprot.org/uniprot/P34998-2
Q13972,https://www.uniprot.org/uniprot/Q13972
O00168,https://www.uniprot.org/uniprot/O00168
Q14524,https://www.uniprot.org/uniprot/Q14524
Q6J4K2,https://www.uniprot.org/uniprot/Q6J4K2
P24385,https://www.uniprot.org/uniprot/P24385
Q9NRD9,https://www.uniprot.org/uniprot/Q9NRD9
Q9Y2K6,https://www.uniprot.org/uniprot/Q9Y2K6
P07550,https://www.uniprot.org/uniprot/P07550
Q9P289,https://www.uniprot.org/uniprot/Q9P289
Q12809,https://www.uniprot.org/uniprot/Q12809
P27815,https://www.uniprot.org/uniprot/P27815
P08183,https://www.uniprot.org/uniprot/P08183
Q9BY41,https://www.uniprot.org/uniprot/Q9BY41
P07384,https://www.uniprot.org/uniprot/P07384
O14813,https://www.uniprot.org/uniprot/O14813
P14136,https://www.uniprot.org/uniprot/P14136
P50549,https://www.uniprot.org/uniprot/P50549
Q13586,https://www.uniprot.org/uniprot/Q13586
Q01860,https://www.uniprot.org/uniprot/Q01860
Q9UL62,https://www.uniprot.org/uniprot/Q9UL62
Q9H2S1,https://www.uniprot.org/uniprot/Q9H2S1
Q9UKG1,https://www.uniprot.org/uniprot/Q9UKG1
P17661,https://www.uniprot.org/uniprot/P17661
Q9Y259,https://www.uniprot.org/uniprot/Q9Y259
O60941,https://www.uniprot.org/uniprot/O60941
P48544,https://www.uniprot.org/uniprot/P48544
Q08499-2,https://www.uniprot.org/uniprot/Q08499-2
P48729,https://www.uniprot.org/uniprot/P48729
Q7Z2W7,https://www.uniprot.org/uniprot/Q7Z2W7
Q9P0L9,https://www.uniprot.org/uniprot/Q9P0L9
P21731-2,https://www.uniprot.org/uniprot/P21731-2
Q8IWQ3,https://www.uniprot.org/uniprot/Q8IWQ3
P00439,https://www.uniprot.org/uniprot/P00439
Q9NXR1,https://www.uniprot.org/uniprot/Q9NXR1
Q08499-7,https://www.uniprot.org/uniprot/Q08499-7
P50402,https://www.uniprot.org/uniprot/P50402
Q13370,https://www.uniprot.org/uniprot/Q13370
P17812,https://www.uniprot.org/uniprot/P17812
O95644,https://www.uniprot.org/uniprot/O95644
Q8WTQ7,https://www.uniprot.org/uniprot/Q8WTQ7
Q9NS28,https://www.uniprot.org/uniprot/Q9NS28
Q9GZX7,https://www.uniprot.org/uniprot/Q9GZX7
P07949,https://www.uniprot.org/uniprot/P07949
Q07343,https://www.uniprot.org/uniprot/Q07343
P19544,https://www.uniprot.org/uniprot/P19544
Q9UJY1,https://www.uniprot.org/uniprot/Q9UJY1
Q14432,https://www.uniprot.org/uniprot/Q14432
O75762,https://www.uniprot.org/uniprot/O75762
O14921,https://www.uniprot.org/uniprot/O14921
O15217,https://www.uniprot.org/uniprot/O15217
P10636-2,https://www.uniprot.org/uniprot/P10636-2
P47736,https://www.uniprot.org/uniprot/P47736
Q05209,https://www.uniprot.org/uniprot/Q05209
Q08495,https://www.uniprot.org/uniprot/Q08495
P17612,https://www.uniprot.org/uniprot/P17612
Q13522,https://www.uniprot.org/uniprot/Q13522
P54296,https://www.uniprot.org/uniprot/P54296
Q9Y233-2,https://www.uniprot.org/uniprot/Q9Y233-2
Q9UD71,https://www.uniprot.org/uniprot/Q9UD71
O15554,https://www.uniprot.org/uniprot/O15554
Q14847,https://www.uniprot.org/uniprot/Q14847
P17655,https://www.uniprot.org/uniprot/P17655
Q99259,https://www.uniprot.org/uniprot/Q99259
Q07955,https://www.uniprot.org/uniprot/Q07955
Q02952,https://www.uniprot.org/uniprot/Q02952
O43164,https://www.uniprot.org/uniprot/O43164
O00482,https://www.uniprot.org/uniprot/O00482
O94811,https://www.uniprot.org/uniprot/O94811
Q684P5,https://www.uniprot.org/uniprot/Q684P5
Q96T88,https://www.uniprot.org/uniprot/Q96T88
Q00059,https://www.uniprot.org/uniprot/Q00059
Q9UH77,https://www.uniprot.org/uniprot/Q9UH77
Q9Y4C1,https://www.uniprot.org/uniprot/Q9Y4C1
Q8WZ42,https://www.uniprot.org/uniprot/Q8WZ42
Q92917,https://www.uniprot.org/uniprot/Q92917
O60479,https://www.uniprot.org/uniprot/O60479
Q08499-6,https://www.uniprot.org/uniprot/Q08499-6
Q09470,https://www.uniprot.org/uniprot/Q09470
Q9GZU1,https://www.uniprot.org/uniprot/Q9GZU1
P62195,https://www.uniprot.org/uniprot/P62195
P53805-2,https://www.uniprot.org/uniprot/P53805-2
P41181,https://www.uniprot.org/uniprot/P41181
P04083,https://www.uniprot.org/uniprot/P04083
Q8N5S9,https://www.uniprot.org/uniprot/Q8N5S9
O94763,https://www.uniprot.org/uniprot/O94763
Q08493-2,https://www.uniprot.org/uniprot/Q08493-2
O75688,https://www.uniprot.org/uniprot/O75688
P54253,https://www.uniprot.org/uniprot/P54253
P27708,https://www.uniprot.org/uniprot/P27708
P20265,https://www.uniprot.org/uniprot/P20265
O00231,https://www.uniprot.org/uniprot/O00231
Q9UII2,https://www.uniprot.org/uniprot/Q9UII2
P04439,https://www.uniprot.org/uniprot/P04439
Q9NQA5,https://www.uniprot.org/uniprot/Q9NQA5
P62834,https://www.uniprot.org/uniprot/P62834
P05023,https://www.uniprot.org/uniprot/P05023
Q9HCR9,https://www.uniprot.org/uniprot/Q9HCR9
Q9Y6D6,https://www.uniprot.org/uniprot/Q9Y6D6
Q92597,https://www.uniprot.org/uniprot/Q92597
P17676,https://www.uniprot.org/uniprot/P17676
P35240,https://www.uniprot.org/uniprot/P35240
P12270,https://www.uniprot.org/uniprot/P12270
Q13576,https://www.uniprot.org/uniprot/Q13576
Q8IVT5,https://www.uniprot.org/uniprot/Q8IVT5
P17542,https://www.uniprot.org/uniprot/P17542
Q14185,https://www.uniprot.org/uniprot/Q14185
Q9H3Z4,https://www.uniprot.org/uniprot/Q9H3Z4
P48436,https://www.uniprot.org/uniprot/P48436
P52565,https://www.uniprot.org/uniprot/P52565
O15551,https://www.uniprot.org/uniprot/O15551
Q9UH99,https://www.uniprot.org/uniprot/Q9UH99
Q8TAE6,https://www.uniprot.org/uniprot/Q8TAE6
P41240,https://www.uniprot.org/uniprot/P41240
P06239,https://www.uniprot.org/uniprot/P06239
Q9Y6E0,https://www.uniprot.org/uniprot/Q9Y6E0
Q7Z589,https://www.uniprot.org/uniprot/Q7Z589
Q8IWU9,https://www.uniprot.org/uniprot/Q8IWU9
Q9NP97,https://www.uniprot.org/uniprot/Q9NP97
P26599,https://www.uniprot.org/uniprot/P26599
Q01130,https://www.uniprot.org/uniprot/Q01130
Q14344,https://www.uniprot.org/uniprot/Q14344
P13612,https://www.uniprot.org/uniprot/P13612
O00141,https://www.uniprot.org/uniprot/O00141
P17302,https://www.uniprot.org/uniprot/P17302
Q12802,https://www.uniprot.org/uniprot/Q12802
O60928,https://www.uniprot.org/uniprot/O60928
P08588,https://www.uniprot.org/uniprot/P08588
P10412,https://www.uniprot.org/uniprot/P10412
P55273,https://www.uniprot.org/uniprot/P55273
Q96P20,https://www.uniprot.org/uniprot/Q96P20
P05067,https://www.uniprot.org/uniprot/P05067
P05093,https://www.uniprot.org/uniprot/P05093
Q7LDG7,https://www.uniprot.org/uniprot/Q7LDG7
Q68EM7,https://www.uniprot.org/uniprot/Q68EM7
Q14103,https://www.uniprot.org/uniprot/Q14103
O43665,https://www.uniprot.org/uniprot/O43665
P15924,https://www.uniprot.org/uniprot/P15924
P21731,https://www.uniprot.org/uniprot/P21731
Q9H492,https://www.uniprot.org/uniprot/Q9H492
Q13535,https://www.uniprot.org/uniprot/Q13535
P37802,https://www.uniprot.org/uniprot/P37802
Q9H0K1,https://www.uniprot.org/uniprot/Q9H0K1
P21980,https://www.uniprot.org/uniprot/P21980
Q9NP71,https://www.uniprot.org/uniprot/Q9NP71
P98161,https://www.uniprot.org/uniprot/P98161
O43181,https://www.uniprot.org/uniprot/O43181
Q15746,https://www.uniprot.org/uniprot/Q15746
P16144,https://www.uniprot.org/uniprot/P16144
O95295,https://www.uniprot.org/uniprot/O95295
Q15149,https://www.uniprot.org/uniprot/Q15149
P55064,https://www.uniprot.org/uniprot/P55064
Q8WVI7,https://www.uniprot.org/uniprot/Q8WVI7
Q99996,https://www.uniprot.org/uniprot/Q99996
Q15054,https://www.uniprot.org/uniprot/Q15054
P22459,https://www.uniprot.org/uniprot/P22459
Q9HC16,https://www.uniprot.org/uniprot/Q9HC16
P16066,https://www.uniprot.org/uniprot/P16066
P49748,https://www.uniprot.org/uniprot/P49748
O14558,https://www.uniprot.org/uniprot/O14558
P19793,https://www.uniprot.org/uniprot/P19793
Q15835,https://www.uniprot.org/uniprot/Q15835
Q9NPC2,https://www.uniprot.org/uniprot/Q9NPC2
P30518,https://www.uniprot.org/uniprot/P30518
P48549,https://www.uniprot.org/uniprot/P48549
P23771,https://www.uniprot.org/uniprot/P23771
P63252,https://www.uniprot.org/uniprot/P63252
Q16790,https://www.uniprot.org/uniprot/Q16790
Q16531,https://www.uniprot.org/uniprot/Q16531
O76074,https://www.uniprot.org/uniprot/O76074
Q13185,https://www.uniprot.org/uniprot/Q13185
Q9UMX1,https://www.uniprot.org/uniprot/Q9UMX1
Q16891,https://www.uniprot.org/uniprot/Q16891
P55087,https://www.uniprot.org/uniprot/P55087
P32245,https://www.uniprot.org/uniprot/P32245
P49685,https://www.uniprot.org/uniprot/P49685
O14649,https://www.uniprot.org/uniprot/O14649
P51787,https://www.uniprot.org/uniprot/P51787
P36956,https://www.uniprot.org/uniprot/P36956
P41161,https://www.uniprot.org/uniprot/P41161
Q92837,https://www.uniprot.org/uniprot/Q92837
Q07820,https://www.uniprot.org/uniprot/Q07820
P49715,https://www.uniprot.org/uniprot/P49715
Q16828,https://www.uniprot.org/uniprot/Q16828
Q16690,https://www.uniprot.org/uniprot/Q16690
P49023-2,https://www.uniprot.org/uniprot/P49023-2
Q9BUB5,https://www.uniprot.org/uniprot/Q9BUB5
Q05682,https://www.uniprot.org/uniprot/Q05682
Q9NYA1,https://www.uniprot.org/uniprot/Q9NYA1
Q9H8Y8,https://www.uniprot.org/uniprot/Q9H8Y8
Q8WX93,https://www.uniprot.org/uniprot/Q8WX93
P50616,https://www.uniprot.org/uniprot/P50616
P10415,https://www.uniprot.org/uniprot/P10415
Q9NQ66,https://www.uniprot.org/uniprot/Q9NQ66
Q13950,https://www.uniprot.org/uniprot/Q13950
O75030-9,https://www.uniprot.org/uniprot/O75030-9
Q13614,https://www.uniprot.org/uniprot/Q13614
P41212,https://www.uniprot.org/uniprot/P41212
P19419,https://www.uniprot.org/uniprot/P19419
P12980,https://www.uniprot.org/uniprot/P12980
P08047,https://www.uniprot.org/uniprot/P08047
O43561-2,https://www.uniprot.org/uniprot/O43561-2
Q15788,https://www.uniprot.org/uniprot/Q15788
Q96RK0,https://www.uniprot.org/uniprot/Q96RK0
Q92793,https://www.uniprot.org/uniprot/Q92793
Q01196-8,https://www.uniprot.org/uniprot/Q01196-8
Q16584,https://www.uniprot.org/uniprot/Q16584
Q96FF9,https://www.uniprot.org/uniprot/Q96FF9
P17861,https://www.uniprot.org/uniprot/P17861
Q8IZP0,https://www.uniprot.org/uniprot/Q8IZP0
P35658,https://www.uniprot.org/uniprot/P35658
Q92974-2,https://www.uniprot.org/uniprot/Q92974-2
P20339,https://www.uniprot.org/uniprot/P20339
P29590-4,https://www.uniprot.org/uniprot/P29590-4
Q9NRA0,https://www.uniprot.org/uniprot/Q9NRA0
Q03060,https://www.uniprot.org/uniprot/Q03060
Q9UIG0,https://www.uniprot.org/uniprot/Q9UIG0
C9JLW8,https://www.uniprot.org/uniprot/C9JLW8
P49407,https://www.uniprot.org/uniprot/P49407
P27361,https://www.uniprot.org/uniprot/P27361
P78347-2,https://www.uniprot.org/uniprot/P78347-2
Q14790,https://www.uniprot.org/uniprot/Q14790
Q9BR01,https://www.uniprot.org/uniprot/Q9BR01
Q9ULC4,https://www.uniprot.org/uniprot/Q9ULC4
Q15366,https://www.uniprot.org/uniprot/Q15366
Q8N9N5,https://www.uniprot.org/uniprot/Q8N9N5
Q16559,https://www.uniprot.org/uniprot/Q16559
P63000,https://www.uniprot.org/uniprot/P63000
Q15046,https://www.uniprot.org/uniprot/Q15046
O60244,https://www.uniprot.org/uniprot/O60244
P29966,https://www.uniprot.org/uniprot/P29966
Q9UHB6,https://www.uniprot.org/uniprot/Q9UHB6
Q96Q27,https://www.uniprot.org/uniprot/Q96Q27
Q9UKX7,https://www.uniprot.org/uniprot/Q9UKX7
Q02447,https://www.uniprot.org/uniprot/Q02447
