ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining.1,Standard Deviation.1,Screen Conc(0.1),% Activity Remaining.2,Standard Deviation.2,Screen Conc(0.1-1.0),% Activity Remaining.3,Standard Deviation.3,Screen Conc(1.0),% Activity Remaining.4,Standard Deviation.4,Screen Conc(1.0-5.0),% Activity Remaining.5,Standard Deviation.5,Screen Conc(5.0-10.0),% Activity Remaining.6,Standard Deviation.6,Screen Conc(10.0),% Activity Remaining.7,Standard Deviation.7,Screen Conc(10.0-25.0),% Activity Remaining.8,Standard Deviation.8,Screen Conc(25.0),% Activity Remaining.9,Standard Deviation.9,Screen Conc(25.0-50.0),% Activity Remaining.10,Standard Deviation.10,Screen Conc(50.0),% Activity Remaining.11,Standard Deviation.11,Screen Conc(100.0),% Activity Remaining.12,Standard Deviation.12,Screen Conc(>100.0),% Activity Remaining.13,Standard Deviation.13
170,2.0,NEK2a,,,,,,,,,,,,,1.0,99,4,,,,,,,10.0,95,4,,,,,,,,,,,,,,,,,,
171,2.0,P27448,,,,,,,,,,,,,1.0,67,2,,,,,,,10.0,30,0,,,,,,,,,,,,,,,,,,
172,2.0,Q9HC98,,,,,,,,,,,,,1.0,98,8,,,,,,,10.0,91,7,,,,,,,,,,,,,,,,,,
173,2.0,Q8TDX7,,,,,,,,,,,,,1.0,93,6,,,,,,,10.0,106,0,,,,,,,,,,,,,,,,,,
174,2.0,Q8IWQ3,,,,,,,,,,,,,1.0,108,4,,,,,,,10.0,75,0,,,,,,,,,,,,,,,,,,
175,2.0,IKK beta ,,,,,,,,,,,,,1.0,92,1,,,,,,,10.0,95,3,,,,,,,,,,,,,,,,,,
176,2.0,P11309,,,,,,,,,,,,,1.0,104,5,,,,,,,10.0,91,4,,,,,,,,,,,,,,,,,,
177,2.0,Q14680,,,,,,,,,,,,,1.0,84,2,,,,,,,10.0,27,0,,,,,,,,,,,,,,,,,,
178,2.0,Q9P1W9,,,,,,,,,,,,,1.0,100,5,,,,,,,10.0,104,0,,,,,,,,,,,,,,,,,,
179,2.0,Q86V86,,,,,,,,,,,,,1.0,98,3,,,,,,,10.0,83,4,,,,,,,,,,,,,,,,,,
180,2.0,CK1 delta ,,,,,,,,,,,,,1.0,30,0,,,,,,,10.0,4,0,,,,,,,,,,,,,,,,,,
181,2.0,Q96SB4,,,,,,,,,,,,,1.0,94,7,,,,,,,10.0,89,7,,,,,,,,,,,,,,,,,,
182,2.0,P67870,,,,,,,,,,,,,1.0,88,0,,,,,,,10.0,87,0,,,,,,,,,,,,,,,,,,
183,2.0,Q13188,,,,,,,,,,,,,1.0,46,3,,,,,,,10.0,10,3,,,,,,,,,,,,,,,,,,
184,2.0,Q13627,,,,,,,,,,,,,1.0,91,4,,,,,,,10.0,77,8,,,,,,,,,,,,,,,,,,
185,2.0,Q92974,,,,,,,,,,,,,1.0,97,1,,,,,,,10.0,99,2,,,,,,,,,,,,,,,,,,
186,2.0,Q92630,,,,,,,,,,,,,1.0,95,1,,,,,,,10.0,96,7,,,,,,,,,,,,,,,,,,
187,3.0,Q9HC98,,,,,,,,,,,,,1.0,94,3,,,,,,,10.0,110,1,,,,,,,,,,,,,,,,,,
188,3.0,Q8TDX7,,,,,,,,,,,,,1.0,110,2,,,,,,,10.0,109,8,,,,,,,,,,,,,,,,,,
189,3.0,IKK beta ,,,,,,,,,,,,,1.0,98,2,,,,,,,10.0,95,0,,,,,,,,,,,,,,,,,,
190,3.0,P11309,,,,,,,,,,,,,1.0,103,3,,,,,,,10.0,94,0,,,,,,,,,,,,,,,,,,
191,3.0,Q9P1W9,,,,,,,,,,,,,1.0,101,4,,,,,,,10.0,103,2,,,,,,,,,,,,,,,,,,
192,3.0,Q86V86,,,,,,,,,,,,,1.0,99,2,,,,,,,10.0,87,3,,,,,,,,,,,,,,,,,,
193,3.0,Q96SB4,,,,,,,,,,,,,1.0,99,3,,,,,,,10.0,93,0,,,,,,,,,,,,,,,,,,
194,3.0,Q13188,,,,,,,,,,,,,1.0,45,2,,,,,,,10.0,9,0,,,,,,,,,,,,,,,,,,
195,3.0,Q02750,,,,,,,,,,,,,1.0,112,2,,,,,,,10.0,76,6,,,,,,,,,,,,,,,,,,
196,3.0,Q92974,,,,,,,,,,,,,1.0,99,2,,,,,,,10.0,105,2,,,,,,,,,,,,,,,,,,
197,3.0,P27361,,,,,,,,,,,,,1.0,84,5,,,,,,,10.0,45,1,,,,,,,,,,,,,,,,,,
198,3.0,Q9H2X6,,,,,,,,,,,,,1.0,95,4,,,,,,,10.0,71,3,,,,,,,,,,,,,,,,,,
199,3.0,P28482,,,,,,,,,,,,,1.0,64,3,,,,,,,10.0,32,7,,,,,,,,,,,,,,,,,,
200,3.0,Q9H422,,,,,,,,,,,,,1.0,96,3,,,,,,,10.0,103,3,,,,,,,,,,,,,,,,,,
201,3.0,P45983,,,,,,,,,,,,,1.0,90,0,,,,,,,10.0,85,4,,,,,,,,,,,,,,,,,,
202,3.0,O96013,,,,,,,,,,,,,1.0,71,6,,,,,,,10.0,50,8,,,,,,,,,,,,,,,,,,
203,3.0,P45984,,,,,,,,,,,,,1.0,78,1,,,,,,,10.0,63,4,,,,,,,,,,,,,,,,,,
204,3.0,Q9NQU5,,,,,,,,,,,,,1.0,74,0,,,,,,,10.0,47,0,,,,,,,,,,,,,,,,,,
205,3.0,P53779,,,,,,,,,,,,,1.0,98,8,,,,,,,10.0,79,1,,,,,,,,,,,,,,,,,,
206,3.0,Q13177,,,,,,,,,,,,,1.0,88,0,,,,,,,10.0,65,5,,,,,,,,,,,,,,,,,,
207,3.0,p38 alpha MAPK,,,,,,,,,,,,,1.0,41,2,,,,,,,10.0,8,1,,,,,,,,,,,,,,,,,,
208,3.0,Q14247,,,,,,,,,,,,,1.0,29,6,,,,,,,10.0,7,0,,,,,,,,,,,,,,,,,,
209,3.0,p38 beta MAPK,,,,,,,,,,,,,1.0,53,4,,,,,,,10.0,15,5,,,,,,,,,,,,,,,,,,
210,3.0,Q13501,,,,,,,,,,,,,1.0,18,2,,,,,,,10.0,3,0,,,,,,,,,,,,,,,,,,
211,3.0,p38 gamma MAPK,,,,,,,,,,,,,1.0,95,0,,,,,,,10.0,98,2,,,,,,,,,,,,,,,,,,
212,3.0,P67870,,,,,,,,,,,,,1.0,36,2,,,,,,,10.0,6,1,,,,,,,,,,,,,,,,,,
213,3.0,p38 delta MAPK,,,,,,,,,,,,,1.0,97,1,,,,,,,10.0,94,4,,,,,,,,,,,,,,,,,,
214,3.0,Q8TD08,,,,,,,,,,,,,1.0,76,0,,,,,,,10.0,48,0,,,,,,,,,,,,,,,,,,
215,3.0,Q8TDC3,,,,,,,,,,,,,1.0,83,2,,,,,,,10.0,56,6,,,,,,,,,,,,,,,,,,
216,3.0,Q8IWQ3,,,,,,,,,,,,,1.0,97,1,,,,,,,10.0,68,2,,,,,,,,,,,,,,,,,,
217,3.0,O15530,,,,,,,,,,,,,1.0,96,1,,,,,,,10.0,101,0,,,,,,,,,,,,,,,,,,
218,3.0,PKB alpha ,,,,,,,,,,,,,1.0,82,1,,,,,,,10.0,62,1,,,,,,,,,,,,,,,,,,
219,3.0,PKB beta ,,,,,,,,,,,,,1.0,97,4,,,,,,,10.0,91,4,,,,,,,,,,,,,,,,,,
220,3.0,O00141,,,,,,,,,,,,,1.0,98,1,,,,,,,10.0,99,5,,,,,,,,,,,,,,,,,,
221,3.0,P23443,,,,,,,,,,,,,1.0,91,7,,,,,,,10.0,82,6,,,,,,,,,,,,,,,,,,
222,3.0,P23677,,,,,,,,,,,,,1.0,32,2,,,,,,,10.0,7,1,,,,,,,,,,,,,,,,,,
223,3.0,ROCK 2,,,,,,,,,,,,,1.0,83,0,,,,,,,10.0,76,1,,,,,,,,,,,,,,,,,,
224,3.0,Q16513,,,,,,,,,,,,,1.0,109,5,,,,,,,10.0,97,2,,,,,,,,,,,,,,,,,,
225,3.0,PKC alpha ,,,,,,,,,,,,,1.0,81,1,,,,,,,10.0,79,2,,,,,,,,,,,,,,,,,,
226,3.0,PKC zeta ,,,,,,,,,,,,,1.0,82,1,,,,,,,10.0,84,4,,,,,,,,,,,,,,,,,,
227,3.0,Q15139,,,,,,,,,,,,,1.0,13,0,,,,,,,10.0,3,0,,,,,,,,,,,,,,,,,,
228,3.0,P05556,,,,,,,,,,,,,1.0,78,1,,,,,,,10.0,69,2,,,,,,,,,,,,,,,,,,
229,3.0,Q9BUB5,,,,,,,,,,,,,1.0,109,8,,,,,,,10.0,105,0,,,,,,,,,,,,,,,,,,
230,3.0,Q9HBH9,,,,,,,,,,,,,1.0,114,1,,,,,,,10.0,98,5,,,,,,,,,,,,,,,,,,
231,3.0,MAPKAP-K2 ,,,,,,,,,,,,,1.0,98,3,,,,,,,10.0,114,7,,,,,,,,,,,,,,,,,,
232,3.0,Q16644,,,,,,,,,,,,,1.0,96,1,,,,,,,10.0,93,1,,,,,,,,,,,,,,,,,,
233,3.0,Q8IW41,,,,,,,,,,,,,1.0,89,0,,,,,,,10.0,62,1,,,,,,,,,,,,,,,,,,
234,3.0,CAMKK alpha ,,,,,,,,,,,,,1.0,100,1,,,,,,,10.0,89,4,,,,,,,,,,,,,,,,,,
235,3.0,CAMKK beta ,,,,,,,,,,,,,1.0,102,6,,,,,,,10.0,76,2,,,,,,,,,,,,,,,,,,
236,3.0,Q8IU85,,,,,,,,,,,,,1.0,83,6,,,,,,,10.0,46,1,,,,,,,,,,,,,,,,,,
237,3.0,SmMLCK,,,,,,,,,,,,,1.0,80,7,,,,,,,10.0,71,1,,,,,,,,,,,,,,,,,,
238,3.0,O60285,,,,,,,,,,,,,1.0,80,5,,,,,,,10.0,78,3,,,,,,,,,,,,,,,,,,
239,3.0,O14757,,,,,,,,,,,,,1.0,96,7,,,,,,,10.0,105,0,,,,,,,,,,,,,,,,,,
240,3.0,O96017,,,,,,,,,,,,,1.0,83,2,,,,,,,10.0,44,3,,,,,,,,,,,,,,,,,,
241,3.0,GSK3 beta ,,,,,,,,,,,,,1.0,90,3,,,,,,,10.0,92,3,,,,,,,,,,,,,,,,,,
242,3.0,CDK2-Cyclin A,,,,,,,,,,,,,1.0,85,4,,,,,,,10.0,42,5,,,,,,,,,,,,,,,,,,
243,3.0,P53350,,,,,,,,,,,,,1.0,95,4,,,,,,,10.0,94,0,,,,,,,,,,,,,,,,,,
244,3.0,Aurora B,,,,,,,,,,,,,1.0,105,2,,,,,,,10.0,82,0,,,,,,,,,,,,,,,,,,
245,3.0,Aurora C,,,,,,,,,,,,,1.0,76,1,,,,,,,10.0,73,1,,,,,,,,,,,,,,,,,,
246,3.0,Q9Y478,,,,,,,,,,,,,1.0,86,2,,,,,,,10.0,96,2,,,,,,,,,,,,,,,,,,
247,3.0,P27448,,,,,,,,,,,,,1.0,71,6,,,,,,,10.0,54,2,,,,,,,,,,,,,,,,,,
248,3.0,Q8IWQ3,,,,,,,,,,,,,1.0,101,3,,,,,,,10.0,97,4,,,,,,,,,,,,,,,,,,
249,3.0,Q14680,,,,,,,,,,,,,1.0,66,2,,,,,,,10.0,23,0,,,,,,,,,,,,,,,,,,
250,3.0,CK1 delta ,,,,,,,,,,,,,1.0,56,4,,,,,,,10.0,14,2,,,,,,,,,,,,,,,,,,
251,3.0,P67870,,,,,,,,,,,,,1.0,80,7,,,,,,,10.0,91,2,,,,,,,,,,,,,,,,,,
252,3.0,Q13627,,,,,,,,,,,,,1.0,92,8,,,,,,,10.0,66,2,,,,,,,,,,,,,,,,,,
253,3.0,Q92630,,,,,,,,,,,,,1.0,94,2,,,,,,,10.0,112,5,,,,,,,,,,,,,,,,,,
254,3.0,O43781,,,,,,,,,,,,,1.0,80,4,,,,,,,10.0,58,4,,,,,,,,,,,,,,,,,,
255,3.0,NEK2a,,,,,,,,,,,,,1.0,101,6,,,,,,,10.0,91,5,,,,,,,,,,,,,,,,,,
256,293.0,Q9H0K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43,2,,,
257,293.0,Q9Y2K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,56,2,,,
258,293.0,Q9BXA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,44,8,,,
259,293.0,CK1 gamma 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,16,1,,,
260,293.0,CK1 delta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24,4,,,
261,293.0,P67870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,89,5,,,
262,293.0,Q5TCY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,80,12,,,
263,293.0,Q6IQ55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,74,6,,,
264,293.0,Q13627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64,3,,,
265,293.0,Q92630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68,6,,,
266,293.0,O43781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,72,5,,,
267,293.0,NEK2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60,14,,,
268,293.0,Q9HC98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,88,10,,,
269,293.0,IKK beta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,55,4,,,
270,293.0,IKK epsilon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,62,5,,,
271,293.0,Q9UHD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,73,4,,,
272,293.0,P11309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,122,0,,,
273,293.0,Q9P1W9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102,7,,,
274,293.0,Q86V86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,76,4,,,
275,293.0,Q96SB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,96,1,,,
276,293.0,Q92974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,88,3,,,
277,293.0,Q9NZJ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,89,0,,,
278,293.0,Q86Z02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104,15,,,
279,293.0,Q9H2X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,76,2,,,
280,293.0,Q9H422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,92,2,,,
281,293.0,Q9Y4R8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,37,4,,,
282,293.0,Q13177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100,10,,,
283,293.0,O96013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,44,5,,,
284,293.0,Q9NQU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64,0,,,
285,293.0,Q13177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,82,5,,,
286,293.0,Q13188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,63,1,,,
287,293.0,Q9P289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,81,2,,,
288,293.0,Q9P289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,72,3,,,
289,293.0,Q8N4C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20,0,,,
290,293.0,Q8IVH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50,6,,,
291,293.0,Q9Y4K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,3,,,
292,293.0,Q8N4C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,63,3,,,
293,293.0,Q13233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,78,0,,,
294,293.0,P80192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29,6,,,
295,293.0,Q16584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18,5,,,
296,293.0,Q15569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60,4,,,
297,293.0,Q7L7X3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,66,3,,,
298,293.0,O14649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,44,3,,,
299,293.0,P27448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54,2,,,
300,293.0,P51617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,65,10,,,
301,293.0,Q9NWZ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,76,7,,,
302,293.0,O43353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43,1,,,
303,293.0,O95747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,80,7,,,
304,293.0,P33981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,82,1,,,
305,293.0,O75716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,89,4,,,
306,293.0,Q9H4A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,87,2,,,
307,293.0,O75385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57,2,,,
308,293.0,Q8IYT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,69,0,,,
309,293.0,P36897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101,2,,,
310,293.0,Q14247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,73,1,,,
311,293.0,Q13501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,79,3,,,
312,293.0,P67870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,91,17,,,
313,293.0,P07947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,94,6,,,
314,293.0,P53004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83,7,,,
315,293.0,Q06187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,3,,,
316,293.0,O60674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30,0,,,
317,293.0,P43405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102,8,,,
318,293.0,P43403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101,4,,,
319,293.0,Q02763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,85,1,,,
320,293.0,Q9UGK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,47,5,,,
321,293.0,P29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83,1,,,
322,293.0,P54764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,84,4,,,
323,293.0,P54762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,108,7,,,
324,293.0,P29323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,95,10,,,
325,293.0,P54753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105,36,,,
326,293.0,P54760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90,10,,,
327,293.0,P11362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,109,18,,,
328,293.0,Q15303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,72,0,,,
329,293.0,P08069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75,23,,,
330,293.0,P35568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,106,8,,,
331,293.0,P14616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,73,5,,,
332,293.0,P04629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,73,13,,,
333,293.0,Q16832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,82,11,,,
334,293.0,P17948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29,3,,,
335,293.0,P16234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,79,3,,,
336,293.0,Q9BXM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90,11,,,
337,293.0,Q02750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,56,5,,,
338,293.0,P36507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,63,2,,,
339,293.0,P52564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,91,6,,,
340,293.0,P27361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,78,8,,,
341,293.0,P28482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,78,0,,,
342,293.0,Q13164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,1,,,
343,293.0,P45983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,81,6,,,
344,293.0,P45984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83,8,,,
345,293.0,P53779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83,6,,,
346,293.0,p38 alpha MAPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,85,4,,,
347,293.0,p38 beta MAPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83,0,,,
348,293.0,p38 gamma MAPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75,0,,,
349,293.0,p38 delta MAPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97,6,,,
350,293.0,Q8TD08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,79,10,,,
351,293.0,Q8TDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,81,2,,,
352,293.0,Q8IWQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,79,8,,,
353,293.0,O15530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,1,,,
354,293.0,PKB alpha ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99,5,,,
355,293.0,PKB beta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83,7,,,
356,293.0,O00141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,63,1,,,
357,293.0,P23443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,85,15,,,
358,293.0,P23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,93,7,,,
359,293.0,ROCK 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64,2,,,
360,293.0,Q16513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,73,8,,,
361,293.0,PKC alpha ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104,27,,,
362,293.0,PKC gamma ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,84,6,,,
363,293.0,PKC zeta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,78,3,,,
364,293.0,Q15139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,65,7,,,
365,293.0,Q9BYT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,6,,,
366,293.0,P05556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,84,4,,,
367,293.0,Q9BUB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,7,,,
368,293.0,Q9HBH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75,2,,,
369,293.0,MAPKAP-K2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,40,3,,,
370,293.0,Q16644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,70,3,,,
371,293.0,Q8IW41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75,0,,,
372,293.0,CAMKK beta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,87,1,,,
373,293.0,Q8IU85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,85,5,,,
374,293.0,SmMLCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75,2,,,
375,293.0,O60285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,76,2,,,
376,293.0,P53355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,77,7,,,
377,293.0,O14757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57,9,,,
378,293.0,O96017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21,0,,,
379,293.0,GSK3 beta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,89,12,,,
380,293.0,CDK2-Cyclin A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,81,2,,,
381,293.0,CDK9-Cyclin T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,72,9,,,
382,293.0,P53350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,76,1,,,
383,293.0,Aurora A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64,3,,,
384,293.0,Aurora B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23,2,,,
385,293.0,Q9UKI8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,108,7,,,
386,293.0,Q15831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,82,9,,,
387,293.0,Q9Y478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,73,6,,,
388,293.0,AMPK (hum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,80,11,,,
389,293.0,Q9P0L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67,0,,,
390,293.0,Q7KZI7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,69,2,,,
